SCF Table,!Calculation,Year,Characteristic,Sub-Characteristic,"Income, Median ($)","Income, Mean ($)",Percentage of families that saved (%),Percentage of families (%)
1,Public-Real,2010,Age of head (years),35–44,59530.0,89395.0,0.475389,0.18154
1,Public-Real,2010,Age of head (years),45–54,67393.0,112733.0,0.517645,0.2113
1,Public-Real,2010,Age of head (years),55–64,60654.0,116562.0,0.513491,0.17515999999999998
1,Public-Real,2010,Age of head (years),65–74,47175.0,83537.0,0.535941,0.11496
1,Public-Real,2010,Age of head (years),75 or more,31450.0,50664.0,0.540443,0.10735
1,Public-Real,2010,Family structure,Single with child(ren),32573.0,43389.0,0.380349,0.11992000000000001
1,Public-Real,2010,Family structure,"Single, no child, age less than 55",33696.0,46911.0,0.49808,0.14748
1,Public-Real,2010,Family structure,"Single, no child, age 55 or more",26957.0,43588.0,0.45459200000000005,0.1519
1,Public-Real,2010,Family structure,Couple with child(ren),74132.0,120645.0,0.5277040000000001,0.31535
1,Public-Real,2010,Family structure,"Couple, no child",68516.0,112180.0,0.622221,0.26535
1,Public-Real,2010,Education of head,No high school diploma,25834.0,37233.0,0.36924100000000004,0.11968999999999999
1,Public-Real,2010,Education of head,High school diploma,40436.0,53117.0,0.473929,0.32191000000000003
1,Public-Real,2010,Education of head,Some college,50545.0,66802.0,0.515918,0.25064
1,Public-Real,2010,Education of head,College degree,88734.0,156797.0,0.628969,0.30777
1,Public-Real,2010,Race or ethnicity of respondent,White non-Hispanic,58407.0,99350.0,0.558213,0.67435
1,Public-Real,2010,Race or ethnicity of respondent,Black or African-American non-hispanic,33696.0,46868.0,0.392928,0.13001
1,Public-Real,2010,Race or ethnicity of respondent,Hispanic or Latino,38189.0,55912.0,0.41897799999999996,0.09670999999999999
1,Public-Real,2010,Race or ethnicity of respondent,Other or Multiple Race,47175.0,81454.0,0.5216299999999999,0.09892
1,Public-Real,2010,Current work status of head,Working for someone else,61777.0,92811.0,0.551936,0.56938
1,Public-Real,2010,Current work status of head,Self-employed,70762.0,165033.0,0.550531,0.11385999999999999
1,Public-Real,2010,Current work status of head,Retired,31967.0,48963.0,0.47290999999999994,0.24899000000000002
1,Public-Real,2010,Current work status of head,Other not working,26957.0,40268.0,0.368082,0.06777999999999999
1,Public-Real,2010,Current occupation of head,Managerial or professional,89857.0,163853.0,0.6283850000000001,0.27715
1,Public-Real,2010,Current occupation of head,"Technical, sales, or services",46052.0,65671.0,0.489746,0.21759
1,Public-Real,2010,Current occupation of head,Other occupation,55037.0,63308.0,0.510471,0.18849
1,Public-Real,2010,Current occupation of head,Retired or other not working,30327.0,47103.0,0.45048099999999996,0.31676
1,Public-Real,2010,Housing status,Owner,66270.0,108301.0,0.564759,0.6728700000000001
1,Public-Real,2010,Housing status,Renter or other,29204.0,41827.0,0.426832,0.32713000000000003
1,Public-Real,2010,Percentile of net worth,Less than 25,25834.0,36013.0,0.32209699999999997,0.24997
1,Public-Real,2010,Percentile of net worth,25–49.9,41559.0,50382.0,0.483221,0.25001
1,Public-Real,2010,Percentile of net worth,50–74.9,60654.0,69791.0,0.569003,0.25001
1,Public-Real,2010,Percentile of net worth,75–89.9,81995.0,98149.0,0.666678,0.14999
1,Public-Real,2010,Percentile of net worth,90–100,179714.0,327798.0,0.760474,0.10002000000000001
1,Public-Real,2013,,All families,48120.0,89289.0,0.530161,1.0
1,Public-Real,2013,Percentile of income,Less than 20,14645.0,13733.0,0.318978,0.19998000000000002
1,Public-Real,2013,Percentile of income,20–39.9,29290.0,29455.0,0.403146,0.19998000000000002
1,Public-Real,2013,Percentile of income,40–59.9,48120.0,48712.0,0.496992,0.20001999999999998
1,Public-Real,2013,Percentile of income,60–79.9,78456.0,80987.0,0.649213,0.19999
1,Public-Real,2013,Percentile of income,80–89.9,125530.0,128157.99999999999,0.730827,0.10000999999999999
1,Public-Real,2013,Percentile of income,90–100,236415.0,418868.0,0.834002,0.10002000000000001
1,Public-Real,2013,Age of head (years),Less than 35,36613.0,50213.0,0.555208,0.20759
1,Public-Real,2013,Age of head (years),35–44,62765.0,105052.0,0.535389,0.17279
1,Public-Real,2013,Age of head (years),45–54,62765.0,106905.0,0.5066539999999999,0.19632000000000002
1,Public-Real,2013,Age of head (years),55–64,56489.0,112825.0,0.554205,0.18735
1,Public-Real,2013,Age of head (years),65–74,47074.0,100778.0,0.511518,0.12886
1,Public-Real,2013,Age of head (years),75 or more,29290.0,52306.0,0.496633,0.10708000000000001
1,Public-Real,2013,Family structure,Single with child(ren),29290.0,42731.0,0.36005499999999996,0.12101
1,Public-Real,2013,Family structure,"Single, no child, age less than 55",32429.000000000004,47299.0,0.511702,0.14126
1,Public-Real,2013,Family structure,"Single, no child, age 55 or more",26152.0,42499.0,0.465235,0.16622
1,Public-Real,2013,Family structure,Couple with child(ren),76364.0,126572.0,0.570581,0.30518999999999996
1,Public-Real,2013,Family structure,"Couple, no child",69042.0,119196.0,0.611447,0.26632
1,Public-Real,2013,Education of head,No high school diploma,23014.0,31046.0,0.36336399999999996,0.11015000000000001
1,Public-Real,2013,Education of head,High school diploma,37659.0,52276.0,0.47106499999999996,0.31297
1,Public-Real,2013,Education of head,Some college,44982.0,67217.0,0.49518300000000004,0.25708
1,Public-Real,2013,Education of head,College degree,89963.0,163315.0,0.6735599999999999,0.31980000000000003
1,Public-Real,2013,Race or ethnicity of respondent,White non-Hispanic,57535.0,106908.0,0.57307,0.67188
1,Public-Real,2013,Race or ethnicity of respondent,Black or African-American non-hispanic,32429.000000000004,44275.0,0.42078400000000005,0.13330999999999998
1,Public-Real,2013,Race or ethnicity of respondent,Hispanic or Latino,33475.0,45423.0,0.413261,0.09577999999999999
1,Public-Real,2013,Race or ethnicity of respondent,Other or Multiple Race,41843.0,72775.0,0.49934199999999995,0.09903
1,Public-Real,2013,Current work status of head,Working for someone else,58581.0,89420.0,0.585126,0.5692900000000001
1,Public-Real,2013,Current work status of head,Self-employed,73226.0,217334.0,0.6125160000000001,0.09672
1,Public-Real,2013,Current work status of head,Retired,30650.0,53704.0,0.44196599999999997,0.27036
1,Public-Real,2013,Current work status of head,Other not working,26152.0,44699.0,0.287993,0.06364
1,Public-Real,2013,Current occupation of head,Managerial or professional,89963.0,165982.0,0.690561,0.28584
1,Public-Real,2013,Current occupation of head,"Technical, sales, or services",41843.0,66022.0,0.48885199999999995,0.20296
1,Public-Real,2013,Current occupation of head,Other occupation,52304.0,62534.0,0.540268,0.1772
1,Public-Real,2013,Current occupation of head,Retired or other not working,30336.0,51988.0,0.412628,0.33399999999999996
1,Public-Real,2013,Housing status,Owner,65903.0,114961.0,0.5889909999999999,0.65152
1,Public-Real,2013,Housing status,Renter or other,28244.0,41293.0,0.420171,0.34848
1,Public-Real,2013,Percentile of net worth,Less than 25,24060.0,32403.0,0.335955,0.24996
1,Public-Real,2013,Percentile of net worth,25–49.9,39751.0,48338.0,0.45832,0.25003
1,Public-Real,2013,Percentile of net worth,50–74.9,57535.0,67847.0,0.598527,0.24999
1,Public-Real,2013,Percentile of net worth,75–89.9,89963.0,103110.0,0.693721,0.15
1,Public-Real,2013,Percentile of net worth,90–100,189341.0,366684.0,0.778927,0.10002000000000001
1,Public-Real,2016,,All families,52657.0,102252.0,0.553828,1.0
1,Public-Real,2016,Percentile of income,Less than 20,15190.0,14371.0,0.32130400000000003,0.2
1,Public-Real,2016,Percentile of income,20–39.9,31392.0,31818.0,0.452067,0.19998000000000002
1,Public-Real,2016,Percentile of income,40–59.9,52657.0,53370.0,0.572295,0.2
1,Public-Real,2016,Percentile of income,60–79.9,86074.0,87383.0,0.649219,0.19999
1,Public-Real,2016,Percentile of income,80–89.9,136706.0,138737.0,0.72531,0.10000999999999999
1,Public-Real,2016,Percentile of income,90–100,260248.0,509813.0,0.823126,0.10002000000000001
1,Public-Real,2016,Age of head (years),Less than 35,40505.0,56368.0,0.5666749999999999,0.2026
1,Public-Real,2016,Age of head (years),35–44,65821.0,97106.0,0.566884,0.16848
1,Public-Real,2016,Age of head (years),45–54,69872.0,130160.0,0.550702,0.18337
1,Public-Real,2016,Age of head (years),55–64,60758.0,140686.0,0.550415,0.19224
1,Public-Real,2016,Age of head (years),65–74,50328.0,105702.0,0.5431900000000001,0.14137
1,Public-Real,2016,Age of head (years),75 or more,39493.0,76969.0,0.535347,0.11195000000000001
1,Public-Real,2016,Family structure,Single with child(ren),32404.000000000004,53074.0,0.41356000000000004,0.12079000000000001
1,Public-Real,2016,Family structure,"Single, no child, age less than 55",33417.0,57259.0,0.540016,0.14177
1,Public-Real,2016,Family structure,"Single, no child, age 55 or more",28354.0,51168.0,0.470803,0.17028
1,Public-Real,2016,Family structure,Couple with child(ren),81011.0,135567.0,0.585797,0.28717
1,Public-Real,2016,Family structure,"Couple, no child",74328.0,143145.0,0.639033,0.28
1,Public-Real,2016,Education of head,No high school diploma,26329.0,38841.0,0.39265,0.12678
1,Public-Real,2016,Education of head,High school diploma,40505.0,57221.0,0.505621,0.25962
1,Public-Real,2016,Education of head,Some college,47594.0,67334.0,0.5424289999999999,0.2733
1,Public-Real,2016,Education of head,College degree,92150.0,188277.0,0.6598120000000001,0.34029000000000004
1,Public-Real,2016,Race or ethnicity of respondent,White non-Hispanic,60758.0,122688.0,0.593887,0.64728
1,Public-Real,2016,Race or ethnicity of respondent,Black or African-American non-hispanic,35442.0,54036.0,0.47464599999999996,0.146
1,Public-Real,2016,Race or ethnicity of respondent,Hispanic or Latino,38480.0,57285.0,0.422916,0.10188000000000001
1,Public-Real,2016,Race or ethnicity of respondent,Other or Multiple Race,50632.0,86920.0,0.543998,0.10483
1,Public-Real,2016,Current work status of head,Working for someone else,62783.0,104760.0,0.593994,0.56236
1,Public-Real,2016,Current work status of head,Self-employed,70885.0,208929.0,0.621923,0.10648999999999999
1,Public-Real,2016,Current work status of head,Retired,36455.0,68256.0,0.481981,0.27966
1,Public-Real,2016,Current work status of head,Other not working,20253.0,38882.0,0.36454300000000006,0.05149
1,Public-Real,2016,Current occupation of head,Managerial or professional,91137.0,188899.0,0.675777,0.28363
1,Public-Real,2016,Current occupation of head,"Technical, sales, or services",46581.0,75029.0,0.5439390000000001,0.21478000000000003
1,Public-Real,2016,Current occupation of head,Other occupation,53670.0,67291.0,0.538422,0.17044
1,Public-Real,2016,Current occupation of head,Retired or other not working,33417.0,63689.0,0.46372,0.33115
1,Public-Real,2016,Housing status,Owner,70885.0,133289.0,0.622849,0.63719
1,Public-Real,2016,Housing status,Renter or other,31392.0,47743.0,0.43261299999999997,0.36280999999999997
1,Public-Real,2016,Percentile of net worth,Less than 25,25316.0,34213.0,0.367782,0.24998
1,Public-Real,2016,Percentile of net worth,25–49.9,41518.0,50789.0,0.48395000000000005,0.24999
1,Public-Real,2016,Percentile of net worth,50–74.9,64809.0,74916.0,0.637896,0.25
1,Public-Real,2016,Percentile of net worth,75–89.9,91137.0,113573.0,0.6840430000000001,0.14996
1,Public-Real,2016,Percentile of net worth,90–100,215692.0,452109.0,0.7879970000000001,0.10006999999999999
