SCF Table,!Calculation,Year,Characteristic,Sub-Characteristic,"Secured by primary residence, Mortgages (%)","Secured by primary residence, HELOC (%)",Other residential debt (%),Credit card balances (%),Lines of credit not secured by residential property (%),"Installment loans, Education loans (%)","Installment loans, Vehicle loans (%)","Installment loans, Other loans (%)",Other (%),Any debt (%),"Secured by primary residence, Mortgages ($)","Secured by primary residence, HELOC ($)",Other residential debt ($),Credit card balances ($),Lines of credit not secured by residential property ($),"Installment loans, Education loans ($)","Installment loans, Vehicle loans ($)","Installment loans, Other loans ($)",Other ($),Any debt ($)
13,Internal-Nominal,1995,Family structure,"Single, no child, age less than 55",0.272,,0.031,0.484,0.027000000000000003,0.14,0.27699999999999997,0.19,0.106,0.7859999999999999,51000.0,,43000.0,1300.0,1400.0,4000.0,6500.0,1500.0,1800.0,11500.0
13,Internal-Nominal,1995,Family structure,"Single, no child, age 55 or more",0.12,,0.019,0.251,,,0.08900000000000001,0.055,0.043,0.415,19000.0,,10000.0,800.0,,,5000.0,1100.0,2700.0,3800.0
13,Internal-Nominal,1995,Family structure,Couple with child(ren),0.63,0.047,0.066,0.609,0.022000000000000002,0.17300000000000001,0.47600000000000003,0.213,0.098,0.892,59000.0,15000.0,30000.0,1800.0,5000.0,3800.0,7200.0,1500.0,2000.0,48500.0
13,Internal-Nominal,1995,Family structure,"Couple, no child",0.395,0.034,0.062,0.433,0.018000000000000002,0.086,0.302,0.11699999999999999,0.073,0.716,45000.0,11100.0,31800.0,1300.0,3600.0,4800.0,7400.0,1600.0,4000.0,21700.0
13,Internal-Nominal,1995,Education of head,No high school diploma,0.233,,0.027999999999999997,0.324,,0.024,0.21600000000000003,0.151,0.054000000000000006,0.546,23000.0,,8000.0,1000.0,,4600.0,5200.0,800.0,1500.0,8300.0
13,Internal-Nominal,1995,Education of head,High school diploma,0.392,0.025,0.039,0.498,0.012,0.086,0.354,0.16399999999999998,0.083,0.747,40000.0,12000.0,35000.0,1200.0,5000.0,2500.0,7000.0,1400.0,2000.0,18300.0
13,Internal-Nominal,1995,Education of head,Some college,0.42,0.023,0.039,0.5579999999999999,0.022000000000000002,0.166,0.35600000000000004,0.184,0.102,0.8240000000000001,55000.0,19500.0,28400.0,1500.0,1500.0,3900.0,6200.0,1400.0,1400.0,21300.0
13,Internal-Nominal,1995,Education of head,College degree,0.529,0.057,0.079,0.465,0.034,0.184,0.306,0.138,0.094,0.812,76000.0,11100.0,33000.0,2100.0,3800.0,5000.0,7500.0,2900.0,3000.0,53700.0
13,Internal-Nominal,1995,Race or ethnicity of respondent,White non-Hispanic,0.433,0.033,0.051,0.47100000000000003,0.021,0.11599999999999999,0.32899999999999996,0.158,0.085,0.754,54000.0,12300.0,33000.0,1500.0,3800.0,3900.0,6800.0,1700.0,2500.0,26500.0
13,Internal-Nominal,1995,Race or ethnicity of respondent,Black or African-American non-hispanic,0.261,,0.036000000000000004,0.45299999999999996,,0.13699999999999998,0.248,0.183,0.087,0.711,25000.0,,19000.0,1000.0,,3500.0,6800.0,700.0,1300.0,6200.0
13,Internal-Nominal,1995,Race or ethnicity of respondent,Hispanic or Latino,0.33899999999999997,,,0.561,,0.11699999999999999,0.306,0.161,0.08199999999999999,0.754,50000.0,,,1400.0,,4000.0,8000.0,800.0,1000.0,15500.0
13,Internal-Nominal,1995,Race or ethnicity of respondent,Other or Multiple Race,0.379,,0.053,0.44799999999999995,,0.111,0.324,0.124,0.084,0.677,70000.0,,30000.0,1800.0,,5000.0,4400.0,1500.0,3100.0,28300.0
13,Internal-Nominal,1995,Current work status of head,Working for someone else,0.508,0.034,0.054000000000000006,0.58,0.023,0.156,0.42200000000000004,0.205,0.099,0.8740000000000001,55000.0,10300.0,29000.0,1600.0,2500.0,3800.0,7100.0,1500.0,2000.0,28700.0
13,Internal-Nominal,1995,Current work status of head,Self-employed,0.51,0.044000000000000004,0.081,0.45299999999999996,0.036000000000000004,0.12300000000000001,0.27399999999999997,0.158,0.08800000000000001,0.812,59000.0,18000.0,42000.0,2500.0,7000.0,3800.0,7200.0,1600.0,5000.0,40000.0
13,Internal-Nominal,1995,Current work status of head,Retired,0.175,0.017,0.024,0.259,,0.02,0.122,0.061,0.046,0.449,24900.0,13000.0,33000.0,800.0,,2600.0,6000.0,800.0,3000.0,6000.0
13,Internal-Nominal,1995,Current work status of head,Other not working,0.174,,,0.368,,0.16,0.193,0.146,0.09699999999999999,0.629,45000.0,,,800.0,,5600.0,3800.0,1700.0,1500.0,7700.0
13,Internal-Nominal,1995,Current occupation of head,Managerial or professional,0.605,0.059000000000000004,0.092,0.518,0.040999999999999995,0.179,0.375,0.174,0.10300000000000001,0.877,75000.0,17000.0,40000.0,2200.0,4000.0,4500.0,7400.0,1900.0,3500.0,61000.0
13,Internal-Nominal,1995,Current occupation of head,"Technical, sales, or services",0.46,0.026000000000000002,0.037000000000000005,0.563,0.022000000000000002,0.168,0.36200000000000004,0.193,0.105,0.852,54500.0,7600.0,25000.0,1600.0,3900.0,3500.0,7500.0,1500.0,1500.0,23000.0
13,Internal-Nominal,1995,Current occupation of head,Other occupation,0.479,0.025,0.051,0.593,0.015,0.11199999999999999,0.456,0.221,0.086,0.866,40000.0,12000.0,25200.0,1400.0,2200.0,3500.0,6700.0,1100.0,1800.0,21300.0
13,Internal-Nominal,1995,Current occupation of head,Retired or other not working,0.175,0.013999999999999999,0.023,0.281,,0.049,0.13699999999999998,0.078,0.055999999999999994,0.486,25900.0,14000.0,23000.0,800.0,,5000.0,4900.0,1000.0,2000.0,6200.0
13,Internal-Nominal,1995,Region,Northeast,0.364,0.039,0.055,0.439,0.019,0.16399999999999998,0.272,0.12300000000000001,0.098,0.7190000000000001,63000.0,15000.0,35000.0,1700.0,3800.0,3500.0,6700.0,2000.0,3500.0,21000.0
13,Internal-Nominal,1995,Region,Midwest,0.442,0.042,0.038,0.46399999999999997,0.016,0.12,0.35200000000000004,0.165,0.07400000000000001,0.733,43000.0,9000.0,22800.0,1600.0,3800.0,4000.0,7000.0,1500.0,2000.0,24100.0
13,Internal-Nominal,1995,Region,South,0.389,0.02,0.045,0.48,0.018000000000000002,0.087,0.336,0.184,0.085,0.762,42000.0,13000.0,25000.0,1300.0,3000.0,4300.0,7300.0,1000.0,2000.0,18600.0
13,Internal-Nominal,1995,Region,West,0.42100000000000004,0.019,0.053,0.502,0.024,0.127,0.28800000000000003,0.15,0.084,0.7559999999999999,75900.0,20000.0,60000.0,1500.0,3500.0,3800.0,5700.0,1600.0,1600.0,28400.0
13,Internal-Nominal,1995,Urbanicity,Metropolitan statistical area (MSA),0.413,0.031,0.05,0.485,0.02,0.124,0.319,0.16,0.085,0.757,57000.0,12900.0,31800.0,1500.0,3600.0,4000.0,7000.0,1500.0,2000.0,24100.0
13,Internal-Nominal,1995,Urbanicity,Non-MSA,0.35200000000000004,0.017,0.031,0.39899999999999997,0.013999999999999999,0.08800000000000001,0.307,0.162,0.08199999999999999,0.674,23000.0,4500.0,17000.0,1100.0,2800.0,3000.0,5400.0,1100.0,2000.0,13200.0
13,Internal-Nominal,1995,Housing status,Owner,0.624,0.044000000000000004,0.057999999999999996,0.511,0.015,0.09300000000000001,0.341,0.151,0.08,0.7959999999999999,51000.0,12000.0,30000.0,1500.0,4800.0,3500.0,7000.0,2000.0,3000.0,45500.0
13,Internal-Nominal,1995,Housing status,Renter or other,,,0.027000000000000003,0.40299999999999997,0.026000000000000002,0.166,0.273,0.177,0.094,0.653,,,49000.0,1200.0,1400.0,4000.0,6200.0,900.0,1500.0,4800.0
13,Internal-Nominal,1995,Percentile of net worth,Less than 25,0.094,,,0.415,0.024,0.19699999999999998,0.253,0.222,0.096,0.665,47700.0,,,1600.0,2600.0,5000.0,6200.0,1000.0,1500.0,6200.0
13,Internal-Nominal,1995,Percentile of net worth,25–49.9,0.474,,0.025,0.5539999999999999,0.021,0.127,0.39899999999999997,0.20199999999999999,0.094,0.8140000000000001,45000.0,,19000.0,1400.0,3000.0,3500.0,6400.0,1300.0,1600.0,21200.0
13,Internal-Nominal,1995,Percentile of net worth,50–74.9,0.5479999999999999,0.032,0.033,0.573,0.013000000000000001,0.095,0.35100000000000003,0.14400000000000002,0.07,0.795,52600.0,12000.0,25000.0,1500.0,2300.0,2900.0,7200.0,1800.0,2000.0,36800.0
13,Internal-Nominal,1995,Percentile of net worth,75–89.9,0.47700000000000004,0.051,0.08,0.395,,0.063,0.302,0.068,0.08199999999999999,0.705,50600.0,11500.0,26300.0,1400.0,,4800.0,6900.0,1600.0,3000.0,34900.0
13,Internal-Nominal,1995,Percentile of net worth,90–100,0.529,0.08900000000000001,0.187,0.27899999999999997,0.032,0.046,0.207,0.083,0.073,0.708,75000.0,15000.0,59500.0,1400.0,8000.0,3500.0,7400.0,3000.0,9500.0,74000.0
13,Internal-Nominal,1998,,All families,0.42,0.045,0.05,0.441,0.023,0.114,0.314,0.122,0.08800000000000001,0.741,62000.0,13000.0,41000.0,1700.0,2500.0,7000.0,8400.0,1700.0,3000.0,32500.0
13,Internal-Nominal,1998,Percentile of income,Less than 20,0.10800000000000001,,,0.245,,0.099,0.124,0.10300000000000001,0.055,0.473,26000.0,,,1000.0,,6000.0,4600.0,1100.0,1000.0,4400.0
13,Internal-Nominal,1998,Percentile of income,20–39.9,0.22399999999999998,0.027000000000000003,0.02,0.409,0.017,0.094,0.25,0.111,0.062,0.6679999999999999,38000.0,13000.0,33000.0,1200.0,1100.0,6200.0,6000.0,1100.0,1700.0,10100.0
13,Internal-Nominal,1998,Percentile of income,40–59.9,0.425,0.033,0.040999999999999995,0.501,0.027000000000000003,0.11699999999999999,0.371,0.156,0.078,0.799,43000.0,12000.0,19000.0,1900.0,1500.0,5300.0,8100.0,1400.0,2000.0,25600.0
13,Internal-Nominal,1998,Percentile of income,60–79.9,0.624,0.055999999999999994,0.067,0.574,0.028999999999999998,0.13,0.423,0.12,0.113,0.873,65000.0,12000.0,30000.0,2200.0,2800.0,8000.0,9100.0,1900.0,3000.0,57800.0
13,Internal-Nominal,1998,Percentile of income,80–89.9,0.7240000000000001,0.098,0.078,0.531,0.045,0.155,0.447,0.136,0.121,0.8959999999999999,78000.0,10000.0,42600.0,2000.0,3000.0,5200.0,11300.0,2400.0,5000.0,85300.0
13,Internal-Nominal,1998,Percentile of income,90–100,0.711,0.107,0.153,0.42100000000000004,0.025,0.102,0.361,0.10800000000000001,0.139,0.8809999999999999,117500.0,22000.0,70000.0,3000.0,6400.0,10000.0,12500.0,9900.0,10000.0,126100.0
13,Internal-Nominal,1998,Age of head (years),Less than 35,0.32899999999999996,,0.018000000000000002,0.507,0.024,0.23600000000000002,0.369,0.191,0.096,0.812,71000.0,,55000.0,1500.0,1000.0,10000.0,8300.0,1200.0,1700.0,19200.0
13,Internal-Nominal,1998,Age of head (years),35–44,0.581,0.053,0.066,0.513,0.036000000000000004,0.129,0.392,0.159,0.114,0.8759999999999999,70000.0,10000.0,40000.0,2000.0,1400.0,4600.0,7800.0,2200.0,3000.0,55700.0
13,Internal-Nominal,1998,Age of head (years),45–54,0.5760000000000001,0.079,0.067,0.525,0.036000000000000004,0.10300000000000001,0.401,0.125,0.111,0.87,66000.0,13000.0,40000.0,1800.0,3000.0,6000.0,9800.0,2300.0,5000.0,48100.0
13,Internal-Nominal,1998,Age of head (years),55–64,0.47100000000000003,0.065,0.078,0.457,0.016,0.055999999999999994,0.292,0.076,0.083,0.764,50000.0,16000.0,41000.0,2000.0,4900.0,7300.0,8500.0,1000.0,5000.0,34200.0
13,Internal-Nominal,1998,Age of head (years),65–74,0.247,0.02,0.051,0.292,,,0.166,0.062,0.040999999999999995,0.514,27800.0,15100.0,56000.0,1100.0,,,6800.0,1900.0,4500.0,11900.0
13,Internal-Nominal,1998,Age of head (years),75 or more,0.091,0.031,0.018000000000000002,0.11199999999999999,,,0.040999999999999995,,0.02,0.24600000000000002,25000.0,12000.0,29800.0,700.0,,,8900.0,,1700.0,8000.0
13,Internal-Nominal,1998,Family structure,Single with child(ren),0.289,0.027000000000000003,,0.38,,0.136,0.271,0.129,0.078,0.7090000000000001,45000.0,15000.0,,1500.0,,3000.0,7100.0,1200.0,1800.0,10300.0
13,Internal-Nominal,1998,Family structure,"Single, no child, age less than 55",0.247,,0.044000000000000004,0.469,0.022000000000000002,0.165,0.267,0.13,0.1,0.763,56000.0,,61000.0,1500.0,2000.0,8000.0,7400.0,1500.0,1900.0,13000.0
13,Internal-Nominal,1998,Family structure,"Single, no child, age 55 or more",0.16699999999999998,0.025,0.026000000000000002,0.21100000000000002,,,0.09,0.027999999999999997,0.024,0.382,44100.0,12000.0,52000.0,1400.0,,,6000.0,1000.0,5000.0,10200.0
13,Internal-Nominal,1998,Family structure,Couple with child(ren),0.655,0.07400000000000001,0.055999999999999994,0.5579999999999999,0.028999999999999998,0.14400000000000002,0.442,0.175,0.11900000000000001,0.91,70000.0,15100.0,39500.0,2000.0,2800.0,6800.0,9000.0,2100.0,3800.0,61500.0
13,Internal-Nominal,1998,Family structure,"Couple, no child",0.424,0.044000000000000004,0.07200000000000001,0.424,0.028999999999999998,0.092,0.321,0.098,0.078,0.7170000000000001,57000.0,10000.0,30600.0,1800.0,3000.0,10500.0,9800.0,1400.0,5000.0,34200.0
13,Internal-Nominal,1998,Education of head,No high school diploma,0.204,,,0.285,,0.026000000000000002,0.217,0.10300000000000001,0.069,0.529,28500.0,,,1200.0,,3900.0,8100.0,800.0,1300.0,9700.0
13,Internal-Nominal,1998,Education of head,High school diploma,0.385,0.035,0.037000000000000005,0.43,0.019,0.057,0.33,0.134,0.085,0.6970000000000001,44000.0,14500.0,28000.0,1400.0,2500.0,3400.0,8000.0,1300.0,2500.0,24100.0
13,Internal-Nominal,1998,Education of head,Some college,0.474,0.046,0.061,0.5429999999999999,0.028999999999999998,0.15,0.36700000000000005,0.136,0.09300000000000001,0.8370000000000001,65000.0,8000.0,50000.0,2000.0,2800.0,5100.0,8400.0,2000.0,3000.0,40000.0
13,Internal-Nominal,1998,Education of head,College degree,0.544,0.071,0.079,0.455,0.03,0.20199999999999999,0.306,0.109,0.098,0.833,86000.0,15000.0,55000.0,2000.0,3000.0,11500.0,9200.0,3500.0,7000.0,68400.0
13,Internal-Nominal,1998,Race or ethnicity of respondent,White non-Hispanic,0.455,0.05,0.053,0.44299999999999995,0.025,0.114,0.32,0.12300000000000001,0.08800000000000001,0.748,62000.0,13000.0,42600.0,2000.0,2800.0,7500.0,8700.0,1700.0,3300.0,39700.0
13,Internal-Nominal,1998,Race or ethnicity of respondent,Black or African-American non-hispanic,0.284,0.027999999999999997,0.038,0.42,,0.113,0.264,0.107,0.1,0.682,52600.0,12400.0,40000.0,900.0,,4000.0,5700.0,1100.0,1300.0,12000.0
13,Internal-Nominal,1998,Race or ethnicity of respondent,Hispanic or Latino,0.27399999999999997,,0.032,0.461,,0.091,0.325,0.145,0.068,0.723,52000.0,,20700.0,1200.0,,5000.0,7600.0,1400.0,1700.0,15000.0
13,Internal-Nominal,1998,Race or ethnicity of respondent,Other or Multiple Race,0.4,,0.057,0.434,,0.157,0.324,0.115,0.075,0.792,83000.0,,75000.0,2100.0,,5200.0,8900.0,3000.0,3800.0,34900.0
13,Internal-Nominal,1998,Current work status of head,Working for someone else,0.498,0.053,0.051,0.535,0.027000000000000003,0.151,0.40299999999999997,0.149,0.10800000000000001,0.868,66000.0,11700.0,37000.0,2000.0,2800.0,7000.0,8400.0,1500.0,3000.0,35100.0
13,Internal-Nominal,1998,Current work status of head,Self-employed,0.612,0.067,0.107,0.475,0.037000000000000005,0.095,0.34,0.141,0.107,0.846,74000.0,17000.0,54000.0,2000.0,3800.0,5300.0,10400.0,8000.0,6500.0,64400.00000000001
13,Internal-Nominal,1998,Current work status of head,Retired,0.174,0.022000000000000002,0.031,0.21,,0.018000000000000002,0.11,0.052000000000000005,0.033,0.39899999999999997,37000.0,15800.0,34000.0,1000.0,,3500.0,7600.0,1000.0,1900.0,10500.0
13,Internal-Nominal,1998,Current work status of head,Other not working,0.264,,,0.387,,0.183,0.19899999999999998,0.11,0.075,0.655,57000.0,,,1200.0,,8000.0,6000.0,1200.0,1100.0,12600.0
13,Internal-Nominal,1998,Current occupation of head,Managerial or professional,0.601,0.086,0.077,0.5329999999999999,0.042,0.19,0.345,0.128,0.109,0.9009999999999999,80000.0,13000.0,47000.0,2100.0,2800.0,10000.0,9400.0,3000.0,5000.0,66000.0
13,Internal-Nominal,1998,Current occupation of head,"Technical, sales, or services",0.435,0.035,0.057,0.522,0.018000000000000002,0.135,0.39399999999999996,0.139,0.10099999999999999,0.828,66000.0,15000.0,52000.0,2000.0,3000.0,6000.0,8200.0,1600.0,4000.0,30100.0
13,Internal-Nominal,1998,Current occupation of head,Other occupation,0.502,0.042,0.047,0.52,0.027000000000000003,0.102,0.439,0.175,0.11199999999999999,0.86,51000.0,11000.0,27900.0,1500.0,2200.0,3800.0,8400.0,1500.0,2000.0,29000.0
13,Internal-Nominal,1998,Current occupation of head,Retired or other not working,0.19,0.02,0.026000000000000002,0.24,0.009000000000000001,0.047,0.126,0.062,0.04,0.444,39200.0,17700.0,54000.0,1000.0,700.0,5000.0,7300.0,1200.0,1700.0,10500.0
13,Internal-Nominal,1998,Region,Northeast,0.431,0.068,0.055,0.387,0.022000000000000002,0.11800000000000001,0.226,0.10400000000000001,0.079,0.698,61000.0,15000.0,55000.0,1800.0,3000.0,5700.0,8800.0,2600.0,2000.0,45400.0
13,Internal-Nominal,1998,Region,Midwest,0.44299999999999995,0.057,0.036000000000000004,0.402,0.02,0.11,0.317,0.11900000000000001,0.1,0.7190000000000001,52000.0,10000.0,20000.0,1500.0,1100.0,7000.0,8400.0,2000.0,3000.0,35400.0
13,Internal-Nominal,1998,Region,South,0.39399999999999996,0.035,0.05,0.461,0.024,0.094,0.387,0.129,0.08800000000000001,0.743,58000.0,13000.0,34000.0,1500.0,2000.0,7000.0,8400.0,1400.0,2500.0,27600.0
13,Internal-Nominal,1998,Region,West,0.42700000000000005,0.026000000000000002,0.061,0.499,0.027000000000000003,0.146,0.27,0.132,0.081,0.7979999999999999,89000.0,11000.0,68300.0,2000.0,4000.0,7000.0,8000.0,1800.0,5000.0,31700.0
13,Internal-Nominal,1998,Urbanicity,Metropolitan statistical area (MSA),0.431,0.044000000000000004,0.053,0.447,0.022000000000000002,0.115,0.307,0.115,0.09,0.754,67000.0,13000.0,48000.0,1800.0,2800.0,6800.0,8400.0,1700.0,3000.0,35000.0
13,Internal-Nominal,1998,Urbanicity,Non-MSA,0.35700000000000004,0.049,0.034,0.40399999999999997,0.032,0.109,0.354,0.165,0.073,0.6609999999999999,32000.0,12400.0,17200.0,1500.0,2200.0,8300.0,8200.0,1600.0,3000.0,25000.0
13,Internal-Nominal,1998,Housing status,Owner,0.634,0.067,0.062,0.462,0.018000000000000002,0.092,0.34600000000000003,0.115,0.09300000000000001,0.794,62000.0,13000.0,42600.0,2000.0,2200.0,6200.0,9000.0,2500.0,4000.0,60300.0
13,Internal-Nominal,1998,Housing status,Renter or other,,,0.027000000000000003,0.4,0.034,0.156,0.252,0.13699999999999998,0.078,0.635,,,27500.0,1300.0,2800.0,8000.0,7100.0,900.0,1300.0,6000.0
13,Internal-Nominal,1998,Percentile of net worth,Less than 25,0.11199999999999999,,,0.395,0.027999999999999997,0.205,0.271,0.162,0.09300000000000001,0.6559999999999999,56500.0,,,1600.0,1000.0,10000.0,7000.0,1100.0,1500.0,8200.0
13,Internal-Nominal,1998,Percentile of net worth,25–49.9,0.465,0.036000000000000004,0.032,0.5479999999999999,0.025,0.11699999999999999,0.373,0.138,0.092,0.813,55000.0,12000.0,29000.0,1800.0,3000.0,4500.0,8100.0,1600.0,2000.0,28800.0
13,Internal-Nominal,1998,Percentile of net worth,50–74.9,0.541,0.064,0.048,0.48700000000000004,0.017,0.084,0.359,0.122,0.077,0.768,60000.0,11000.0,22000.0,1800.0,3000.0,6800.0,9000.0,1600.0,5000.0,46000.0
13,Internal-Nominal,1998,Percentile of net worth,75–89.9,0.5579999999999999,0.071,0.08900000000000001,0.36700000000000005,0.02,0.054000000000000006,0.27699999999999997,0.067,0.076,0.701,70000.0,20000.0,50000.0,1500.0,1300.0,3800.0,10000.0,6800.0,6000.0,65000.0
13,Internal-Nominal,1998,Percentile of net worth,90–100,0.563,0.084,0.14800000000000002,0.284,0.026000000000000002,0.043,0.221,0.07,0.10800000000000001,0.76,100000.0,18000.0,72000.0,1900.0,10000.0,8000.0,11500.0,25700.0,20000.0,95300.0
13,Internal-Nominal,2001,,All families,0.434,0.048,0.046,0.444,0.015,0.11800000000000001,0.35,0.11,0.07200000000000001,0.7509999999999999,72000.0,15000.0,40000.0,1900.0,3900.0,7900.0,9200.0,2000.0,3000.0,38800.0
13,Internal-Nominal,2001,Percentile of income,Less than 20,0.128,,,0.303,0.013000000000000001,0.077,0.12300000000000001,0.102,0.059000000000000004,0.493,29900.0,,,1000.0,500.0,5500.0,5100.0,1400.0,1000.0,5200.0
13,Internal-Nominal,2001,Percentile of income,20–39.9,0.259,0.025,0.018000000000000002,0.445,0.015,0.106,0.308,0.136,0.055999999999999994,0.7020000000000001,41900.0,11000.0,30000.0,1200.0,1100.0,7000.0,6600.0,1800.0,3000.0,11500.0
13,Internal-Nominal,2001,Percentile of income,40–59.9,0.431,0.03,0.032,0.528,0.015,0.136,0.42,0.115,0.077,0.821,57000.0,12000.0,38800.0,2000.0,700.0,7500.0,8800.0,2100.0,2000.0,29100.0
13,Internal-Nominal,2001,Percentile of income,60–79.9,0.605,0.066,0.053,0.526,0.015,0.154,0.485,0.10400000000000001,0.077,0.856,76000.0,10000.0,42000.0,2300.0,4000.0,8000.0,10900.0,2000.0,3000.0,62300.0
13,Internal-Nominal,2001,Percentile of income,80–89.9,0.746,0.115,0.10300000000000001,0.503,0.026000000000000002,0.11900000000000001,0.498,0.1,0.09300000000000001,0.914,90000.0,16000.0,31200.0,3800.0,7800.0,13500.0,11700.0,3200.0,4000.0,96800.0
13,Internal-Nominal,2001,Percentile of income,90–100,0.746,0.10099999999999999,0.142,0.331,0.013999999999999999,0.109,0.325,0.084,0.08800000000000001,0.853,134000.0,26000.0,78000.0,2800.0,10000.0,9600.0,12300.0,3000.0,21000.0,146400.0
13,Internal-Nominal,2001,Age of head (years),Less than 35,0.35600000000000004,0.028999999999999998,0.027000000000000003,0.496,0.017,0.261,0.45,0.179,0.08800000000000001,0.8270000000000001,77000.0,13000.0,52000.0,2000.0,500.0,8000.0,8700.0,1500.0,2000.0,24900.0
13,Internal-Nominal,2001,Age of head (years),35–44,0.5870000000000001,0.048,0.049,0.541,0.017,0.125,0.46,0.138,0.08,0.8859999999999999,80000.0,16000.0,49000.0,2000.0,700.0,8000.0,10600.0,2200.0,3100.0,61500.0
13,Internal-Nominal,2001,Age of head (years),45–54,0.5870000000000001,0.07200000000000001,0.064,0.504,0.015,0.11,0.37799999999999995,0.08800000000000001,0.07400000000000001,0.846,75000.0,17000.0,33500.0,2300.0,5300.0,6000.0,9300.0,2500.0,5000.0,54300.0
13,Internal-Nominal,2001,Age of head (years),55–64,0.45299999999999996,0.07200000000000001,0.07400000000000001,0.41600000000000004,0.031,0.052000000000000005,0.319,0.085,0.07400000000000001,0.754,59000.0,10000.0,38800.0,1900.0,20500.0,8000.0,8200.0,3200.0,5000.0,34600.0
13,Internal-Nominal,2001,Age of head (years),65–74,0.302,0.044000000000000004,0.034,0.3,,,0.15,0.067,0.05,0.568,43000.0,15000.0,77000.0,1000.0,,,8900.0,2800.0,2500.0,13100.0
13,Internal-Nominal,2001,Age of head (years),75 or more,0.084,,0.02,0.184,,,0.079,,0.036000000000000004,0.292,45000.0,,42000.0,700.0,,,6200.0,,2500.0,5000.0
13,Internal-Nominal,2001,Family structure,Single with child(ren),0.341,,0.024,0.48100000000000004,,0.14300000000000002,0.345,0.129,0.076,0.736,58000.0,,17000.0,1700.0,,4900.0,7100.0,1400.0,2000.0,20400.0
13,Internal-Nominal,2001,Family structure,"Single, no child, age less than 55",0.249,0.028999999999999998,0.027000000000000003,0.478,0.026000000000000002,0.162,0.295,0.13699999999999998,0.079,0.767,61200.0,15000.0,52000.0,1600.0,500.0,9000.0,7600.0,2000.0,2000.0,14900.0
13,Internal-Nominal,2001,Family structure,"Single, no child, age 55 or more",0.184,,0.03,0.271,,,0.107,0.045,0.057999999999999996,0.433,50000.0,,35400.0,1000.0,,,5900.0,1000.0,3300.0,10200.0
13,Internal-Nominal,2001,Family structure,Couple with child(ren),0.67,0.073,0.068,0.524,0.013000000000000001,0.149,0.509,0.14300000000000002,0.08800000000000001,0.904,84000.0,18000.0,40000.0,2500.0,3000.0,7700.0,10100.0,2000.0,4000.0,76900.0
13,Internal-Nominal,2001,Family structure,"Couple, no child",0.426,0.059000000000000004,0.048,0.405,0.013000000000000001,0.1,0.319,0.081,0.055999999999999994,0.7290000000000001,67000.0,10000.0,40000.0,1700.0,4000.0,8800.0,10100.0,2100.0,6000.0,37000.0
13,Internal-Nominal,2001,Education of head,No high school diploma,0.249,,0.013999999999999999,0.3,,0.027999999999999997,0.2,0.109,0.057,0.5579999999999999,31100.0,,25600.0,1000.0,,2700.0,8200.0,1900.0,1000.0,12000.0
13,Internal-Nominal,2001,Education of head,High school diploma,0.389,0.04,0.028999999999999998,0.46399999999999997,0.013999999999999999,0.085,0.38299999999999995,0.122,0.079,0.7390000000000001,54000.0,12000.0,37500.0,1700.0,7800.0,5000.0,8000.0,1700.0,2600.0,25700.0
13,Internal-Nominal,2001,Education of head,Some college,0.439,0.048,0.047,0.539,0.023,0.152,0.39799999999999996,0.11199999999999999,0.067,0.807,70000.0,17000.0,42000.0,2000.0,3500.0,5500.0,9800.0,2200.0,3000.0,37400.0
13,Internal-Nominal,2001,Education of head,College degree,0.584,0.071,0.08199999999999999,0.42200000000000004,0.017,0.17600000000000002,0.355,0.094,0.077,0.8270000000000001,97800.0,17000.0,46000.0,2700.0,4000.0,11700.0,10400.0,3200.0,5500.0,85000.0
13,Internal-Nominal,2001,Race or ethnicity of respondent,White non-Hispanic,0.461,0.057,0.053,0.433,0.017,0.11199999999999999,0.359,0.106,0.07400000000000001,0.758,75000.0,15000.0,40000.0,2000.0,4000.0,8000.0,9200.0,2200.0,3700.0,44800.0
13,Internal-Nominal,2001,Race or ethnicity of respondent,Black or African-American non-hispanic,0.354,,0.02,0.523,,0.153,0.34700000000000003,0.102,0.05,0.7390000000000001,53400.0,,37500.0,1500.0,,4800.0,9500.0,1400.0,1200.0,19400.0
13,Internal-Nominal,2001,Race or ethnicity of respondent,Hispanic or Latino,0.319,,,0.433,,0.11900000000000001,0.304,0.13,0.07400000000000001,0.711,74000.0,,,1600.0,,5000.0,6800.0,1100.0,2000.0,15500.0
13,Internal-Nominal,2001,Race or ethnicity of respondent,Other or Multiple Race,0.405,,0.034,0.415,,0.113,0.27399999999999997,0.154,0.09300000000000001,0.7390000000000001,70400.0,,138000.0,2000.0,,9000.0,13300.0,4000.0,1800.0,39000.0
13,Internal-Nominal,2001,Current work status of head,Working for someone else,0.515,0.053,0.053,0.532,0.013999999999999999,0.157,0.451,0.125,0.08199999999999999,0.865,74000.0,15000.0,37500.0,2000.0,3000.0,7000.0,9300.0,1900.0,2100.0,42500.0
13,Internal-Nominal,2001,Current work status of head,Self-employed,0.569,0.08,0.073,0.428,0.035,0.096,0.287,0.11900000000000001,0.081,0.8170000000000001,100000.0,20500.0,87500.0,2500.0,15000.0,9000.0,10000.0,3500.0,11900.0,76900.0
13,Internal-Nominal,2001,Current work status of head,Retired,0.18,0.026000000000000002,0.019,0.24,,,0.13,0.053,0.044000000000000004,0.441,35000.0,7000.0,43700.0,900.0,,,7600.0,2000.0,3300.0,9800.0
