Year,Characteristic,Sub-Characteristic,Secured by primary residence - Mortgages (%),Secured by primary residence - HELOC (%),Other residential debt (%),Credit card balances (%),Lines of credit not secured by residential property (%),Installment loans - Education loans (%),Installment loans - Vehicle loans (%),Installment loans - Other loans (%),Other (%),Any debt (%),Secured by primary residence - Mortgages ($),Secured by primary residence - HELOC ($),Other residential debt ($),Credit card balances ($),Lines of credit not secured by residential property ($),Installment loans - Education loans ($),Installment loans - Vehicle loans ($),Installment loans - Other loans ($),Other ($),Any debt ($)
1995,Current occupation of head,"Technical, sales, or services",0.4537,0.0258,0.0371,0.5666559999999999,0.0215,0.16870000000000002,0.366869,0.19579999999999997,0.10444300000000001,0.853347,54500.0,7600.0,25000.0,1600.0,3900.0,3500.0,7500.0,1500.0,1500.0,22200.0
1995,Current occupation of head,Other occupation,0.4854,0.0253,0.0518,0.589573,0.015700000000000002,0.10980000000000001,0.452906,0.2189,0.086728,0.8648260000000001,40000.0,12000.0,25000.0,1350.0,2200.0,3500.0,6700.0,1200.0,1800.0,21950.0
1995,Current occupation of head,Retired or other not working,0.175,0.0143,0.023399999999999997,0.280887,,0.0487,0.136563,0.0785,0.056376,0.48558799999999996,26000.0,14000.0,23000.0,800.0,,5000.0,4900.0,1000.0,2000.0,6200.0
1995,Housing status,Owner,0.6239,0.0443,0.0581,0.510772,0.015300000000000001,0.0931,0.340919,0.1512,0.079747,0.79569,51000.0,12000.0,30000.0,1500.0,4800.0,3500.0,7000.0,1960.0,3000.0,45340.0
1995,Housing status,Renter or other,,,0.028300000000000002,0.40261800000000003,0.026000000000000002,0.16579999999999998,0.272725,0.17670000000000002,0.093882,0.652599,,,43000.0,1200.0,1400.0,4000.0,6200.0,900.0,1500.0,4800.0
1995,Percentile of net worth,Less than 25,0.0944,,,0.414318,0.0239,0.1968,0.253699,0.22149999999999997,0.095992,0.665339,47000.0,,,1600.0,2620.0,5000.0,6200.0,1000.0,1500.0,6200.0
1995,Percentile of net worth,25–49.9,0.47609999999999997,,0.0253,0.554527,0.0213,0.1275,0.397706,0.2016,0.09479599999999999,0.814886,44000.0,,19000.0,1400.0,3000.0,3500.0,6400.0,1300.0,1900.0,21000.0
1995,Percentile of net worth,50–74.9,0.5465,0.0322,0.0335,0.572444,0.013000000000000001,0.0946,0.35193199999999997,0.1437,0.069677,0.794556,53000.0,12000.0,25000.0,1500.0,2300.0,2750.0,7100.0,1800.0,2000.0,36270.0
1995,Percentile of net worth,75–89.9,0.4767,0.0513,0.0821,0.39543700000000004,,0.0625,0.301611,0.0675,0.082227,0.7042489999999999,51000.0,12000.0,25000.0,1400.0,,4800.0,7000.0,1600.0,3000.0,34750.0
1995,Percentile of net worth,90–100,0.5292,0.08929999999999999,0.18780000000000002,0.279698,0.032,0.047,0.20779599999999998,0.0837,0.07287099999999999,0.708574,75000.0,15000.0,60000.0,1400.0,8000.0,3500.0,7400.0,3000.0,9000.0,74200.0
1998,,All families,0.41960000000000003,0.0446,0.049800000000000004,0.440989,0.0232,0.1127,0.314225,0.1249,0.087654,0.740387,62000.0,13000.0,41000.0,1700.0,2500.0,7000.0,8400.0,1700.0,3000.0,32400.0
1998,Percentile of income,Less than 20,0.106,,,0.24444,,0.10099999999999999,0.124027,0.10310000000000001,0.055251999999999996,0.47672,25000.0,,,910.0,,6000.0,4100.0,1100.0,1000.0,4300.0
1998,Percentile of income,20–39.9,0.2262,0.0273,0.018000000000000002,0.41450899999999996,0.0166,0.08990000000000001,0.245502,0.114,0.065933,0.663686,38000.0,13000.0,34000.0,1300.0,1100.0,6200.0,6000.0,1150.0,2000.0,10200.0
1998,Percentile of income,40–59.9,0.4264,0.0296,0.041299999999999996,0.492857,0.027000000000000003,0.11349999999999999,0.37774700000000005,0.1585,0.077376,0.7994589999999999,42000.0,12000.0,19000.0,1900.0,1500.0,5700.0,7900.0,1300.0,2000.0,25620.0
1998,Percentile of income,60–79.9,0.6224000000000001,0.0592,0.0673,0.577375,0.030899999999999997,0.13119999999999998,0.419479,0.1242,0.10832499999999999,0.874525,66000.0,12000.0,30000.0,2130.0,2800.0,7800.0,9500.0,2000.0,3000.0,57600.0
1998,Percentile of income,80–89.9,0.7231000000000001,0.0933,0.0766,0.529546,0.0418,0.1533,0.44829,0.1356,0.125275,0.894398,78000.0,10000.0,42620.0,2000.0,3000.0,5200.0,11000.0,2350.0,5000.0,85000.0
1998,Percentile of income,90–100,0.7112,0.11019999999999999,0.15410000000000001,0.421934,0.025,0.1024,0.360402,0.11380000000000001,0.137465,0.880594,118000.0,22000.0,70000.0,3000.0,6400.0,10000.0,13000.0,9500.0,10000.0,125930.0
1998,Age of head (years),Less than 35,0.32939999999999997,,0.0184,0.507374,0.0236,0.2325,0.36869999999999997,0.198,0.09616300000000001,0.811643,71000.0,,37500.0,1500.0,1000.0,10000.0,8200.0,1200.0,1700.0,19150.0
1998,Age of head (years),35–44,0.5806,0.053399999999999996,0.0655,0.513316,0.0362,0.1288,0.39195399999999997,0.1602,0.114345,0.875978,70000.0,10000.0,40000.0,2000.0,1400.0,5000.0,7800.0,2200.0,3000.0,55620.0
1998,Age of head (years),45–54,0.5758,0.0789,0.06559999999999999,0.524713,0.036000000000000004,0.1018,0.40132199999999996,0.1278,0.11130599999999999,0.870263,66000.0,13000.0,44000.0,1800.0,3000.0,6000.0,9800.0,2300.0,5000.0,48000.0
1998,Age of head (years),55–64,0.47009999999999996,0.065,0.0781,0.456389,0.0161,0.0556,0.291164,0.0762,0.082626,0.762205,50000.0,16000.0,41000.0,2000.0,4900.0,7200.0,8500.0,1010.0,5000.0,34400.0
1998,Age of head (years),65–74,0.2473,0.0204,0.0516,0.291868,,,0.165904,0.0621,0.041461,0.514379,27000.0,15000.0,56000.0,1100.0,,,6800.0,1900.0,4500.0,12000.0
1998,Age of head (years),75 or more,0.0911,0.0315,0.0184,0.111909,,,0.04117899999999999,,0.020065,0.24570599999999998,25000.0,12000.0,30000.0,700.0,,,8900.0,,1700.0,8000.0
1998,Family structure,Single with child(ren),0.28850000000000003,0.0275,,0.378154,,0.13470000000000001,0.26879000000000003,0.12960000000000002,0.078035,0.706973,45000.0,15000.0,,1500.0,,3000.0,7100.0,1200.0,1800.0,10440.0
1998,Family structure,"Single, no child, age less than 55",0.247,,0.0444,0.46903599999999995,0.0219,0.1617,0.267274,0.1331,0.10028000000000001,0.7625190000000001,56000.0,,61000.0,1500.0,2000.0,8000.0,7500.0,1500.0,1900.0,13000.0
1998,Family structure,"Single, no child, age 55 or more",0.16670000000000001,0.0245,0.0259,0.212342,,,0.09143499999999999,0.0282,0.023858999999999998,0.38307699999999995,45000.0,12000.0,52000.0,1400.0,,,6100.0,1000.0,5000.0,10000.0
1998,Family structure,Couple with child(ren),0.6547,0.0736,0.0552,0.558207,0.0292,0.1432,0.441652,0.1793,0.11942,0.909803,70000.0,15000.0,40000.0,2000.0,2800.0,6800.0,9000.0,2100.0,3700.0,61500.0
1998,Family structure,"Couple, no child",0.4239,0.044500000000000005,0.0724,0.424214,0.0292,0.0911,0.321289,0.10039999999999999,0.077641,0.7168829999999999,57000.0,10000.0,33000.0,1800.0,3000.0,10800.0,9800.0,1400.0,5000.0,34070.0
1998,Education of head,No high school diploma,0.20370000000000002,,,0.28488399999999997,,0.0256,0.217039,0.10279999999999999,0.068595,0.528604,28000.0,,,1150.0,,3800.0,8100.0,800.0,1300.0,9700.0
1998,Education of head,High school diploma,0.38520000000000004,0.0348,0.0366,0.430383,0.019299999999999998,0.0564,0.33015500000000003,0.1352,0.084579,0.697384,44000.0,14000.0,29000.0,1400.0,2500.0,3500.0,8000.0,1330.0,2500.0,24090.0
1998,Education of head,Some college,0.47350000000000003,0.0451,0.060700000000000004,0.542585,0.029500000000000002,0.1485,0.366358,0.1379,0.093051,0.835342,65000.0,7500.0,50000.0,2000.0,2800.0,5200.0,8400.0,2000.0,3000.0,40000.0
1998,Education of head,College degree,0.5435,0.07150000000000001,0.07919999999999999,0.455028,0.029500000000000002,0.20010000000000003,0.30648,0.1142,0.098021,0.8334999999999999,86000.0,15000.0,55000.0,2000.0,3000.0,11600.0,9200.0,3600.0,7000.0,68000.0
1998,Race or ethnicity of respondent,White non-Hispanic,0.4548,0.050199999999999995,0.0529,0.44266500000000003,0.024700000000000003,0.1125,0.32026200000000005,0.126,0.08835000000000001,0.747899,62000.0,13000.0,42620.0,2000.0,2800.0,7300.0,8700.0,1700.0,3300.0,39700.0
1998,Race or ethnicity of respondent,Black or African-American non-hispanic,0.2838,0.0279,0.0378,0.420004,,0.1115,0.26404299999999997,0.10890000000000001,0.10023199999999999,0.682235,53000.0,12000.0,40000.0,900.0,,5100.0,5700.0,1100.0,1300.0,12000.0
1998,Race or ethnicity of respondent,Hispanic or Latino,0.2743,,0.0318,0.461369,,0.09050000000000001,0.324682,0.1448,0.067655,0.722611,52000.0,,20000.0,1200.0,,5000.0,7600.0,1400.0,1700.0,15000.0
1998,Race or ethnicity of respondent,Other or Multiple Race,0.3996,,0.056900000000000006,0.43370800000000004,,0.1566,0.323991,0.1151,0.074923,0.79164,83000.0,,75000.0,2100.0,,5200.0,8800.0,3000.0,3800.0,35000.0
1998,Current work status of head,Working for someone else,0.4976,0.0529,0.0508,0.534822,0.0275,0.1494,0.403377,0.1521,0.10778399999999999,0.868344,66000.0,12000.0,37000.0,1940.0,2800.0,7000.0,8300.0,1570.0,3000.0,35000.0
1998,Current work status of head,Self-employed,0.612,0.06709999999999999,0.1057,0.475024,0.0371,0.09359999999999999,0.340681,0.1457,0.107376,0.846242,74000.0,17000.0,55000.0,2000.0,3800.0,5400.0,10000.0,8000.0,6500.0,65000.0
1998,Current work status of head,Retired,0.17370000000000002,0.0222,0.0311,0.20965699999999998,,0.0181,0.11037000000000001,0.051699999999999996,0.032508,0.39879600000000004,37000.0,16000.0,34000.0,1000.0,,3500.0,7700.0,990.0,1900.0,10150.0
1998,Current work status of head,Other not working,0.2682,,,0.38453899999999996,,0.1819,0.19780899999999998,0.1143,0.07454100000000001,0.6572589999999999,57000.0,,,1200.0,,8000.0,6000.0,1200.0,1100.0,12600.0
1998,Current occupation of head,Managerial or professional,0.6011,0.0861,0.0766,0.533419,0.0415,0.18899999999999997,0.344874,0.1315,0.10933299999999999,0.901227,80000.0,13000.0,48000.0,2100.0,2800.0,10000.0,9400.0,3500.0,5000.0,66000.0
1998,Current occupation of head,"Technical, sales, or services",0.43579999999999997,0.0346,0.0556,0.521731,0.0173,0.1298,0.39789700000000006,0.1429,0.10112600000000001,0.8312309999999999,68000.0,15000.0,48000.0,2000.0,3000.0,6200.0,8200.0,1600.0,4000.0,30300.0
1998,Current occupation of head,Other occupation,0.5018,0.042800000000000005,0.0464,0.520367,0.0269,0.1025,0.436494,0.177,0.11178300000000001,0.858171,50000.0,11000.0,28000.0,1500.0,2200.0,3800.0,8400.0,1500.0,2000.0,29150.0
1998,Current occupation of head,Retired or other not working,0.1902,0.0195,0.026600000000000002,0.24007799999999999,0.0092,0.0466,0.12558,0.0626,0.03982,0.443757,39000.0,18000.0,54000.0,1020.0,700.0,5000.0,7300.0,1100.0,1700.0,10600.0
1998,Housing status,Owner,0.6334000000000001,0.0674,0.0616,0.46199399999999996,0.0178,0.0915,0.345785,0.11710000000000001,0.09249399999999999,0.793929,62000.0,13000.0,42000.0,2000.0,2200.0,6200.0,8900.0,2500.0,4000.0,60290.0
1998,Housing status,Renter or other,,,0.026600000000000002,0.399745,0.0336,0.1543,0.252258,0.14029999999999998,0.078151,0.635255,,,27500.0,1270.0,2800.0,8000.0,7100.0,940.0,1300.0,6000.0
1998,Percentile of net worth,Less than 25,0.1133,,,0.395796,0.028399999999999998,0.2026,0.27029800000000004,0.1663,0.09379,0.655818,56500.0,,,1580.0,1000.0,10000.0,7000.0,1100.0,1500.0,8330.0
1998,Percentile of net worth,25–49.9,0.4643,0.036000000000000004,0.031400000000000004,0.5467799999999999,0.025099999999999997,0.11630000000000001,0.37364800000000004,0.1392,0.091723,0.813253,55000.0,12000.0,29000.0,1700.0,3000.0,4000.0,8080.0,1600.0,2000.0,28840.0
1998,Percentile of net worth,50–74.9,0.5411,0.064,0.048499999999999995,0.48751,0.0171,0.0832,0.35890700000000003,0.12380000000000001,0.076397,0.768274,60000.0,11000.0,23000.0,1800.0,3000.0,6800.0,9000.0,1600.0,5000.0,46050.0
1998,Percentile of net worth,75–89.9,0.5597,0.0704,0.08779999999999999,0.366997,0.0195,0.054400000000000004,0.275778,0.06860000000000001,0.075633,0.7022039999999999,69000.0,20000.0,60000.0,1500.0,1300.0,3800.0,10000.0,6700.0,6000.0,65000.0
1998,Percentile of net worth,90–100,0.5598,0.08410000000000001,0.1487,0.284156,0.026099999999999998,0.0404,0.22143000000000002,0.073,0.108307,0.757089,100000.0,18000.0,72000.0,1880.0,10000.0,8000.0,12000.0,28000.0,20000.0,97000.0
2001,,All families,0.4339,0.04769999999999999,0.0461,0.443759,0.0155,0.11539999999999999,0.349382,0.1114,0.0720459,0.751301,72000.0,15000.0,40000.0,1900.0,3900.0,8000.0,9200.0,2000.0,3000.0,38700.0
2001,Percentile of income,Less than 20,0.1282,,,0.304287,0.013300000000000001,0.07719999999999999,0.12340400000000001,0.1015,0.057452300000000005,0.49200499999999997,30000.0,,,1000.0,540.0,5500.0,5200.0,1400.0,1000.0,5300.0
2001,Percentile of income,20–39.9,0.2553,0.0254,0.0165,0.441639,0.0149,0.1016,0.302269,0.1392,0.059821099999999995,0.703823,40000.0,11000.0,30000.0,1200.0,1070.0,8000.0,6600.0,1900.0,3000.0,11000.0
2001,Percentile of income,40–59.9,0.43060000000000004,0.0308,0.0326,0.531733,0.0146,0.1388,0.42633699999999997,0.11220000000000001,0.0748738,0.8183410000000001,59000.0,12000.0,38800.0,2000.0,700.0,7700.0,9000.0,2000.0,2000.0,29620.0
2001,Percentile of income,60–79.9,0.6087,0.06280000000000001,0.056799999999999996,0.522246,0.0148,0.14300000000000002,0.484631,0.1108,0.07602400000000001,0.8564050000000001,75000.0,10000.0,40000.0,2200.0,4000.0,8800.0,10900.0,2000.0,3000.0,63600.0
2001,Percentile of income,80–89.9,0.7471,0.1175,0.09910000000000001,0.505726,0.026000000000000002,0.125,0.495467,0.09699999999999999,0.0959061,0.919036,90000.0,16000.0,32000.0,3950.0,7800.0,12490.0,12000.0,3400.0,4000.0,96590.0
2001,Percentile of income,90–100,0.7459,0.1017,0.142,0.332141,0.013500000000000002,0.10779999999999999,0.325076,0.0898,0.08819610000000001,0.852706,135000.0,26000.0,78000.0,2800.0,10000.0,9600.0,12000.0,5000.0,21000.0,146500.0
2001,Age of head (years),Less than 35,0.35600000000000004,0.0294,0.027000000000000003,0.49623100000000003,0.0172,0.26,0.44990900000000006,0.1814,0.0875675,0.8270350000000001,77000.0,13000.0,52000.0,2000.0,480.0,8200.0,8700.0,1500.0,2000.0,25000.0
2001,Age of head (years),35–44,0.5868,0.0482,0.0489,0.541191,0.0173,0.11900000000000001,0.460406,0.1408,0.0802786,0.886139,80000.0,16000.0,49000.0,2000.0,700.0,9000.0,10900.0,2200.0,3100.0,61800.0
2001,Age of head (years),45–54,0.5872999999999999,0.0724,0.0643,0.504225,0.0147,0.1074,0.378102,0.08779999999999999,0.0744228,0.8458289999999999,75000.0,17000.0,33500.0,2250.0,5300.0,6000.0,9300.0,2670.0,5000.0,54080.0
2001,Age of head (years),55–64,0.45270000000000005,0.0724,0.0765,0.41625700000000004,0.030899999999999997,0.0519,0.318849,0.0894,0.07422279999999999,0.755865,59000.0,10000.0,32000.0,1900.0,20000.0,8000.0,8200.0,3200.0,5000.0,34400.0
2001,Age of head (years),65–74,0.3014,0.0438,0.0344,0.29959,,,0.149699,0.0673,0.050005499999999994,0.56778,43000.0,15000.0,77000.0,970.0,,,8900.0,2800.0,2500.0,13100.0
2001,Age of head (years),75 or more,0.08410000000000001,,0.0196,0.183596,,,0.079079,,0.035651,0.2919,45000.0,,42000.0,730.0,,,6200.0,,2500.0,5000.0
2001,Family structure,Single with child(ren),0.34259999999999996,,0.0242,0.479458,,0.14,0.34239600000000003,0.12990000000000002,0.0760605,0.7350220000000001,58000.0,,17000.0,1710.0,,4900.0,7100.0,1400.0,2000.0,19840.0
2001,Family structure,"Single, no child, age less than 55",0.2494,0.0285,0.0271,0.47856299999999996,0.0258,0.1572,0.296317,0.14029999999999998,0.07909290000000001,0.767962,61000.0,15000.0,52000.0,1500.0,540.0,10000.0,7900.0,2200.0,2000.0,15000.0
2001,Family structure,"Single, no child, age 55 or more",0.1837,,0.0297,0.270313,,,0.106846,0.0492,0.0583412,0.432938,50000.0,,35000.0,970.0,,,5900.0,1100.0,3300.0,10000.0
2001,Family structure,Couple with child(ren),0.6692,0.0729,0.0662,0.5241790000000001,0.013000000000000001,0.1463,0.507335,0.1435,0.0883511,0.904176,84000.0,18000.0,40000.0,2500.0,3000.0,8000.0,10000.0,2000.0,4000.0,77000.0
2001,Family structure,"Couple, no child",0.4276,0.0591,0.0507,0.40462000000000004,0.0125,0.09960000000000001,0.32107199999999997,0.0832,0.0557001,0.730141,67000.0,10000.0,40000.0,1700.0,4000.0,8800.0,10000.0,2300.0,6000.0,37020.0
2001,Education of head,No high school diploma,0.2487,,0.0139,0.299726,,0.0275,0.20029,0.10880000000000001,0.057344299999999994,0.557096,31000.0,,25800.0,970.0,,2700.0,8100.0,1800.0,1000.0,12000.0
2001,Education of head,High school diploma,0.3889,0.0403,0.0298,0.464225,0.0141,0.0818,0.38302100000000006,0.1226,0.0794902,0.739897,54000.0,12000.0,37500.0,1700.0,7800.0,5800.0,8000.0,1700.0,2600.0,25580.0
2001,Education of head,Some college,0.43920000000000003,0.048499999999999995,0.046799999999999994,0.539208,0.0231,0.1505,0.39805500000000005,0.1159,0.06662169999999999,0.806703,70000.0,17000.0,42000.0,2000.0,3500.0,5500.0,9800.0,2400.0,3000.0,37100.0
2001,Education of head,College degree,0.5841,0.0707,0.08199999999999999,0.42178400000000005,0.0168,0.17300000000000001,0.354887,0.0966,0.0765768,0.826918,98000.0,17000.0,46000.0,2700.0,4500.0,12500.0,10000.0,3200.0,5500.0,85500.0
2001,Race or ethnicity of respondent,White non-Hispanic,0.4608,0.0571,0.0533,0.433192,0.0166,0.11,0.358603,0.10800000000000001,0.0743023,0.758327,75000.0,15000.0,40000.0,2000.0,4000.0,8200.0,9200.0,2300.0,3700.0,45000.0
2001,Race or ethnicity of respondent,Black or African-American non-hispanic,0.35359999999999997,,0.0199,0.523444,,0.1485,0.3475,0.10439999999999999,0.050339,0.738576,53000.0,,37500.0,1500.0,,5000.0,9600.0,1400.0,1200.0,19000.0
2001,Race or ethnicity of respondent,Hispanic or Latino,0.3188,,,0.432836,,0.1157,0.304191,0.133,0.0738272,0.7107370000000001,74000.0,,,1600.0,,5000.0,6800.0,1100.0,2000.0,15530.0
2001,Race or ethnicity of respondent,Other or Multiple Race,0.4052,,0.034300000000000004,0.414868,,0.1133,0.273677,0.1537,0.09329409999999999,0.7388460000000001,70000.0,,138000.0,1800.0,,9000.0,13000.0,4000.0,1700.0,39000.0
2001,Current work status of head,Working for someone else,0.5146000000000001,0.0527,0.053,0.532256,0.0143,0.1536,0.451372,0.12689999999999999,0.08161500000000001,0.865017,74000.0,15000.0,37500.0,2000.0,3000.0,7700.0,9300.0,1900.0,2100.0,42500.0
2001,Current work status of head,Self-employed,0.5692,0.0799,0.0726,0.428796,0.0349,0.0933,0.286617,0.1192,0.08079700000000001,0.816713,100000.0,21000.0,87000.0,2500.0,15000.0,9200.0,10000.0,3500.0,12000.0,77110.0
2001,Current work status of head,Retired,0.1801,0.0263,0.018799999999999997,0.23951799999999998,,,0.129501,0.055999999999999994,0.0442033,0.44100700000000004,35000.0,7000.0,43500.0,850.0,,,7600.0,2500.0,3300.0,9800.0
2001,Current work status of head,Other not working,0.2834,,,0.326357,,0.2036,0.253759,0.16449999999999998,0.061783599999999994,0.624664,72000.0,,,2000.0,,8000.0,7200.0,2000.0,2500.0,34500.0
2001,Current occupation of head,Managerial or professional,0.6175,0.0689,0.0917,0.473045,0.018600000000000002,0.16149999999999998,0.378461,0.10869999999999999,0.0766255,0.883823,97000.0,19000.0,52000.0,2500.0,5000.0,9600.0,9800.0,3000.0,7500.0,80800.0
2001,Current occupation of head,"Technical, sales, or services",0.44880000000000003,0.0489,0.0351,0.557534,0.025099999999999997,0.1524,0.436089,0.1353,0.0787117,0.836785,70000.0,16000.0,42000.0,2000.0,3950.0,6800.0,10000.0,1920.0,2000.0,32000.0
2001,Current occupation of head,Other occupation,0.4878,0.0513,0.035,0.522535,,0.11230000000000001,0.470325,0.1362,0.0906093,0.8464879999999999,57000.0,12000.0,27000.0,1600.0,,6000.0,8930.0,1900.0,2000.0,33100.0
2001,Current occupation of head,Retired or other not working,0.19690000000000002,0.023,0.0196,0.25364000000000003,0.009899999999999999,0.04019999999999999,0.149709,0.0736,0.047062299999999994,0.470875,45000.0,7000.0,35000.0,1000.0,600.0,8000.0,7600.0,2000.0,3000.0,10730.0
2001,Housing status,Owner,0.6409999999999999,0.0705,0.0587,0.44418399999999997,0.0097,0.0947,0.37371699999999997,0.1043,0.0692807,0.799548,72000.0,15000.0,40000.0,2100.0,15000.0,8000.0,10000.0,3000.0,4000.0,69320.0
2001,Housing status,Renter or other,,,0.0199,0.442868,0.0276,0.1588,0.298403,0.12619999999999998,0.0778388,0.650232,,,38000.0,1200.0,1000.0,8000.0,6900.0,1220.0,2000.0,6000.0
2001,Percentile of net worth,Less than 25,0.1106,,,0.454262,0.024399999999999998,0.19390000000000002,0.310281,0.16620000000000001,0.08277,0.6866129999999999,56000.0,,,1600.0,540.0,9200.0,7000.0,1400.0,2000.0,8750.0
2001,Percentile of net worth,25–49.9,0.4866,0.0278,0.0197,0.549931,0.0127,0.1149,0.412076,0.1266,0.0724077,0.808644,57000.0,12000.0,20000.0,1900.0,1800.0,5000.0,9200.0,2200.0,1200.0,38230.0
2001,Percentile of net worth,50–74.9,0.5815,0.060899999999999996,0.055,0.448388,,0.1012,0.411481,0.0863,0.0711443,0.7802030000000001,69000.0,10000.0,47000.0,2000.0,,8000.0,9290.0,2200.0,4000.0,60000.0
2001,Percentile of net worth,75–89.9,0.5763,0.0981,0.0785,0.389872,,0.0729,0.308937,0.06309999999999999,0.048488300000000005,0.751764,90000.0,19000.0,30000.0,2000.0,,8400.0,11000.0,3000.0,7000.0,80000.0
2001,Percentile of net worth,90–100,0.5275,0.09119999999999999,0.1412,0.22146999999999997,0.0206,0.019799999999999998,0.195911,0.0717,0.0819156,0.6967409999999999,140000.0,19000.0,78000.0,2000.0,20000.0,14000.0,12000.0,7600.0,30000.0,129000.0
2004,,All families,0.4595,0.0857,0.0401,0.46173000000000003,0.015600000000000001,0.134,0.356004,0.08560000000000001,0.0762,0.764317,95000.0,22000.0,87000.0,2150.0,3000.0,9200.0,11000.0,2500.0,4000.0,55300.0
2004,Percentile of income,Less than 20,0.1438,,,0.291397,,0.10890000000000001,0.12784399999999999,0.07339999999999999,0.0447,0.526189,37000.0,,,1000.0,,6500.0,6100.0,1400.0,2000.0,7000.0
2004,Percentile of income,20–39.9,0.2919,0.0254,0.0128,0.424627,0.0149,0.1012,0.268769,0.1151,0.0584,0.697372,53000.0,19000.0,42000.0,1800.0,290.0,10000.0,7700.0,1800.0,3000.0,16490.0
2004,Percentile of income,40–59.9,0.5004,0.0704,0.026699999999999998,0.549612,0.0174,0.1564,0.43269799999999997,0.1002,0.0803,0.840256,78000.0,14000.0,70000.0,2160.0,1000.0,10000.0,9200.0,2500.0,2300.0,44200.0
2004,Percentile of income,60–79.9,0.627,0.1341,0.0437,0.562275,0.0184,0.1716,0.49135399999999996,0.08410000000000001,0.08220000000000001,0.867153,97000.0,19000.0,62000.0,3000.0,7000.0,8500.0,13000.0,2610.0,3500.0,91800.0
2004,Percentile of income,80–89.9,0.7406999999999999,0.1707,0.0761,0.5751850000000001,0.0258,0.14400000000000002,0.5259940000000001,0.0727,0.1223,0.917398,130000.0,21000.0,78000.0,2700.0,14000.0,10400.0,14000.0,4500.0,5000.0,136000.0
2004,Percentile of income,90–100,0.7276,0.1996,0.1514,0.38624200000000003,0.0252,0.1201,0.392631,0.0379,0.109,0.863733,184000.0,40000.0,159000.0,4000.0,40000.0,10000.0,17000.0,4700.0,10000.0,209000.0
2004,Age of head (years),Less than 35,0.3771,0.0354,0.019299999999999998,0.474698,0.022000000000000002,0.2829,0.412611,0.1331,0.0622,0.797809,101000.0,30000.0,66000.0,1500.0,1000.0,9200.0,9800.0,1500.0,3000.0,34000.0
2004,Age of head (years),35–44,0.6219,0.1051,0.0404,0.588391,0.0152,0.1452,0.45531799999999994,0.10279999999999999,0.113,0.885561,110000.0,24000.0,78000.0,2500.0,1900.0,10000.0,11000.0,4500.0,4000.0,87200.0
2004,Age of head (years),45–54,0.6246,0.13140000000000002,0.0633,0.540454,0.0288,0.126,0.390081,0.08410000000000001,0.09380000000000001,0.884176,95000.0,20000.0,87000.0,2900.0,7000.0,6900.0,11750.0,2900.0,4000.0,83000.0
2004,Age of head (years),55–64,0.46299999999999997,0.11699999999999999,0.061200000000000004,0.42142,0.0070999999999999995,0.0866,0.347414,0.0644,0.0836,0.763415,85000.0,22000.0,113000.0,2200.0,14000.0,9000.0,13000.0,3600.0,5480.0,47000.0
2004,Age of head (years),65–74,0.2908,0.0642,0.0319,0.319064,0.0043,,0.241853,0.046,0.0401,0.5875699999999999,57000.0,15000.0,100000.0,2200.0,4000.0,,9100.0,2500.0,5000.0,25000.0
2004,Age of head (years),75 or more,0.1572,0.0404,0.015300000000000001,0.235349,,,0.105404,,0.0253,0.403386,40000.0,15000.0,39000.0,1000.0,,,6700.0,,2000.0,15400.0
2004,Family structure,Single with child(ren),0.4153,0.0516,0.0158,0.484004,,0.14429999999999998,0.310752,0.083,0.061500000000000006,0.7781629999999999,75000.0,24000.0,31500.0,2080.0,,7000.0,8400.0,1300.0,2000.0,33350.0
2004,Family structure,"Single, no child, age less than 55",0.32549999999999996,0.0458,0.032799999999999996,0.475665,0.018600000000000002,0.1953,0.257403,0.1377,0.0839,0.778103,89000.0,17000.0,83000.0,1900.0,300.0,8000.0,8200.0,2000.0,3000.0,22000.0
2004,Family structure,"Single, no child, age 55 or more",0.1997,0.0449,0.024900000000000002,0.28027799999999997,,,0.14890499999999998,0.054900000000000004,0.0509,0.480721,50000.0,20000.0,80000.0,1800.0,,,9300.0,2900.0,2000.0,16500.0
2004,Family structure,Couple with child(ren),0.665,0.13570000000000002,0.0519,0.566595,0.0212,0.17809999999999998,0.511444,0.0943,0.1018,0.9010750000000001,109000.0,25000.0,95000.0,2500.0,4000.0,10000.0,12000.0,2600.0,5000.0,100000.0
2004,Family structure,"Couple, no child",0.4549,0.0872,0.0496,0.41823,0.0175,0.1054,0.36233800000000005,0.0633,0.061900000000000004,0.743317,98000.0,19000.0,100000.0,2200.0,11000.0,8010.0,13000.0,4000.0,4000.0,55360.0
2004,Education of head,No high school diploma,0.22510000000000002,0.030299999999999997,,0.29479700000000003,,0.0338,0.20818,0.08460000000000001,0.0567,0.533777,47000.0,20000.0,,1200.0,,5000.0,8700.0,1710.0,4000.0,12000.0
2004,Education of head,High school diploma,0.4044,0.0645,0.0219,0.48181199999999996,0.018000000000000002,0.0661,0.364826,0.1012,0.058899999999999994,0.73246,70000.0,16000.0,47000.0,1901.0,1500.0,5000.0,9200.0,2000.0,3000.0,31000.0
2004,Education of head,Some college,0.49439999999999995,0.0805,0.0464,0.558334,0.0166,0.1887,0.410248,0.1001,0.1001,0.852279,87000.0,22000.0,78000.0,2200.0,3000.0,6800.0,11000.0,2700.0,3000.0,51600.0
