,month,date,volume_AUT,volume_AUT_unadj,Age_Group,volume_CRC,volume_CRC_unadj,volume_MTG,volume_MTG_unadj,volume_STU,volume_STU_unadj,yoy_AUT,yoy_CRC,yoy_MTG,yoy_STU
136,94,2007-11,12800467645.6576,11663703504.0,Age 30-44,11531235466.4874,12297853080.0,57248999108.2197,56885752860.0,2672834393.4815397,2172779736.0,-0.008314500539522209,-0.0467317846708528,-0.447208000988473,-0.29587101732112
137,94,2007-11,13438143727.2094,11963257944.0,Age 45-64,16250754242.6327,17360425836.0,57382201472.1765,53708530572.0,1944547581.81976,1309446600.0,0.0570246746661121,-0.00901705798381003,-0.434611633563758,-0.248990991584984
138,94,2007-11,2442032207.5471697,2095600536.0,Age 65 and older,5019057803.134171,5269676208.0,9032117818.2669,8179173384.0,108146953.792113,66463416.0,0.0682831444293566,0.0426334041188394,-0.41144667851200895,0.107121325998657
139,94,2007-11,6528376837.21453,5977467072.0,Younger than 30,4289003945.49445,4492821792.0,15796069568.331999,16033026576.0,5512772847.26223,4270295736.0,-0.00424903196730542,-0.0495702957390346,-0.413272002355221,-0.259679385054324
140,95,2007-12,12722439073.0435,11982308136.0,Age 30-44,11911422618.95,11927087256.0,59709235421.4592,61293655680.0,2622275694.0581,1676873904.0,-0.0108009319959267,-0.0613485991733195,-0.45342177923844895,-0.273808305170827
141,95,2007-12,13420163898.9818,12688158456.0,Age 45-64,16805937796.8993,16674831180.0,58092350338.7939,55972248888.0,1853953599.0148602,929496120.0,0.0301689684709117,-0.0155233749029108,-0.44142630042334297,-0.273715972142457
142,95,2007-12,2532330659.36789,2185486320.0,Age 65 and older,5550982824.41928,5090827272.0,9015053073.88604,7989793944.0,117339079.942708,84416280.0,0.17397483170429598,0.0415281336101763,-0.397761017371827,0.0708131719325293
143,95,2007-12,6224580570.04852,5752632744.0,Younger than 30,4217596354.7089205,4175080896.0,14679392923.0256,15528639936.0,5252713593.94705,2924952888.0,-0.0710126917657345,-0.118417816229109,-0.45568435715535605,-0.254982861854035
144,96,2008-01,12455379353.6781,10958437248.0,Age 30-44,11724866824.5901,10632902256.0,60080188334.6535,52560285024.0,2674987453.84065,2623440504.0,-0.0435238850022328,-0.0625191270603451,-0.43996470166266705,-0.13505590294599498
145,96,2008-01,12885809920.4416,11301807360.0,Age 45-64,16330224911.6717,14706182520.0,57698488306.1542,52468021752.0,1906838758.80688,1609043040.0,-0.0018510628102934603,-0.0724132180143501,-0.45107759564518696,-0.20062225674832299
146,96,2008-01,2405509185.35465,2298057408.0,Age 65 and older,5293899762.94316,4757160792.0,8596311173.65453,8799245208.0,123728132.103094,103031664.0,0.120161160667142,-0.0126759112343815,-0.383240341577811,0.0632880103173701
147,96,2008-01,6157639948.88022,5319455688.0,Younger than 30,4253100912.21615,3775152408.0,16101837459.9305,11571739176.0,5601056938.39061,4416651744.0,-0.0577245561861101,-0.058276080551793,-0.39884099533822,-0.0788897313913255
148,97,2008-02,12024316195.039,11942939292.0,Age 30-44,10962385748.4982,9660965400.0,89477001596.4689,77979540264.0,2704256319.8354897,2097585504.0,-0.0200902294672749,-0.142799895521618,-0.0705205398919401,-0.0720242721055141
149,97,2008-02,12461047676.7832,12140640192.0,Age 45-64,15780988127.6941,14186632032.0,75094934656.055,75831437076.0,2103015037.5788,1367897664.0,-0.0193031338899128,-0.155204032618115,-0.11656477134236802,-0.14024893706831698
150,97,2008-02,2330322440.3469896,2275024872.0,Age 65 and older,4928022599.08408,4633920288.0,10491909647.4234,11849337888.0,121391445.92724599,86209800.0,0.0515175436966626,-0.24215352526564698,-0.0937681808291263,0.0583768691732665
151,97,2008-02,6027009696.95684,5971825812.0,Younger than 30,3987998199.18641,3344198880.0,20176476776.389,15745514496.0,5725207113.41769,3220954512.0,-0.049691167673301,-0.134201972321396,-0.18032923817066895,0.0398889309327206
152,98,2008-03,12111389174.5261,13338930384.0,Age 30-44,10820504923.0662,10553909472.0,70984519259.8854,70177770804.0,2475904101.79559,1773905040.0,-0.0873296632258439,-0.162415455162212,-0.281998515458646,-0.26967246312304805
153,98,2008-03,12955069145.4676,14128888296.0,Age 45-64,15649998315.8301,15710125824.0,67272395482.7737,72118793256.0,1696798854.43599,1089264552.0,-0.0238205167258143,-0.11774449678943301,-0.279114840908108,-0.4230492630585
154,98,2008-03,2534054268.275,2736029496.0,Age 65 and older,5196419481.63548,5255785752.0,10736344085.7473,12344321280.0,92773399.695717,60995712.0,0.0616500523639274,-0.11145617726300301,-0.219192120480206,-0.28256915696185
155,98,2008-03,5937245659.199511,6330627552.0,Younger than 30,3929643127.7068896,3619081752.0,19653010233.5994,18401112816.0,5350766102.25566,2298314256.0,-0.134592446112042,-0.17652850627356398,-0.227279355074105,-0.21240042699742603
156,99,2008-04,11954645342.2182,12270263004.0,Age 30-44,10366130590.0593,10424240160.0,63519472614.6376,66640688448.0,2406387809.25809,1746938040.0,-0.089530972116729,-0.152973266278409,-0.272697555089675,-0.23799289558414802
157,99,2008-04,13136847659.4897,13460656224.0,Age 45-64,15398783862.1594,15561759120.0,63750640646.5688,68650921248.0,1515725901.82223,989832024.0,0.0140015041359745,-0.116142414879069,-0.24801136629081896,-0.44755956298443705
158,99,2008-04,2408152266.74905,2659321704.0,Age 65 and older,5170100076.307771,5347821240.0,10387560890.7917,11634891624.0,97424214.2709395,64066584.0,0.127449596482583,-0.0668730064370076,-0.23692653343818898,-0.31155704505861403
159,99,2008-04,5990993706.704229,6047165352.0,Younger than 30,3696978231.03639,3593038368.0,16093433090.8317,16827111576.0,5243118617.60073,2233778064.0,-0.0873832391981679,-0.21242418639004604,-0.266198277665928,-0.15972701345784301
160,100,2008-05,11406095540.5036,12588882324.0,Age 30-44,10258715880.7752,10179359832.0,60716768057.6435,64847031264.0,2403167357.1827397,1882275048.0,-0.132108162330453,-0.162365906640031,-0.32863769059333303,-0.207931748606904
161,100,2008-05,12614267051.0562,13838311080.0,Age 45-64,15664935001.6445,15640145928.0,56617524763.3986,59622985272.0,1489133540.7078,905110032.0,-0.0702719769920795,-0.0546576924232599,-0.3749568924572779,-0.43700915467829793
162,100,2008-05,2419887674.45676,2605530912.0,Age 65 and older,5111527982.80145,5172269328.0,8144407063.35148,9096929184.0,97631674.4919101,68993976.0,0.0127750075402742,-0.0047294456552246,-0.41422562267790397,-0.00626883068937434
163,100,2008-05,5662251816.852779,6229386648.0,Younger than 30,3620749648.13002,3615512712.0,15465680543.0513,17022515568.0,5269805806.7705,2961317112.0,-0.15955304002866902,-0.209496326789959,-0.318703989483955,-0.137711163802722
164,101,2008-06,11110365576.6155,11616349320.0,Age 30-44,10765131686.4469,10676470440.0,51614644080.6188,56587272576.0,1790231718.6368198,1672029624.0,-0.15725706455425198,-0.112265604627015,-0.376417835927126,-0.404195744570584
165,101,2008-06,12156261965.9183,12824652228.0,Age 45-64,16205425425.2401,16318266672.0,48210398565.2411,52137757584.0,1298516097.67741,877252968.0,-0.0806874984144387,-0.0204753716136377,-0.411258070933939,-0.504353244650149
166,101,2008-06,2296087855.8402,2426879520.0,Age 65 and older,5437705653.81254,5449986480.0,7321414188.138221,7855478928.0,81844976.3830833,57661344.0,-0.0058968554669003295,0.0796894164930901,-0.41146615791193997,-0.327692518210643
167,101,2008-06,5513599624.56501,5682567504.0,Younger than 30,3708018944.41664,3738207360.0,15129390122.6784,16844471640.0,4356576899.18636,2951898600.0,-0.194050484265165,-0.185271027796477,-0.27126928976820897,-0.305478223043957
168,102,2008-07,10631639888.8207,11762325144.0,Age 30-44,10903884825.9715,11490464688.0,47557554245.3832,48896966160.0,2779390701.97338,2715048216.0,-0.17611410553018,-0.0735186001882109,-0.389145561597359,-0.0482505717525264
169,102,2008-07,11293437412.3037,12604228104.0,Age 45-64,20148795999.6645,20921844144.0,44201014499.2696,44337705144.0,1647172785.94835,1421716656.0,-0.130263297607349,0.228228911163416,-0.413429389934893,-0.34545029724081106
170,102,2008-07,2208483654.6356697,2462880576.0,Age 65 and older,8494141335.464729,8676341136.0,7163942533.03082,6797566272.0,92393998.7157238,97705512.0,-0.00837039743784307,0.7138811323343309,-0.393749274138333,-0.158593999468833
171,102,2008-07,4925300177.1607,5430320928.0,Younger than 30,3466011489.08865,3832659024.0,13608767235.6183,14903433144.0,5981083728.875771,4989316728.0,-0.23179252033572503,-0.21570795068304102,-0.29937864289646504,-0.0316786363696069
172,103,2008-08,10163604533.8799,11019294168.0,Age 30-44,9189995150.82135,9683944008.0,45054646027.0925,46144246248.0,3127290608.47072,5880535560.0,-0.22820944675062002,-0.227631706850041,-0.396016204943666,-0.0195332681519723
173,103,2008-08,11085177452.0657,12520735272.0,Age 45-64,14388610455.6447,15052380888.0,42539205367.4855,38744269416.0,1962688797.5095398,5171486088.0,-0.16513907678279802,-0.14162057595451097,-0.449975457514536,-0.145443076056434
174,103,2008-08,2264302376.5111,2404688448.0,Age 65 and older,5075467003.83049,5275332144.0,6989700384.90314,5697608184.0,92212988.3178167,215093832.0,-0.0836153618067187,0.0256807077049468,-0.469658146220235,-0.172375813565207
175,103,2008-08,4732569711.44418,5402914872.0,Younger than 30,3087549896.60985,3478483944.0,13971171861.0752,14546598792.0,6637869364.186621,20256199080.0,-0.284706312942368,-0.31220396279594104,-0.29142349834600895,0.105779800363665
176,104,2008-09,10946186478.4822,10631205516.0,Age 45-64,13569944209.8205,13450847856.0,39047083908.452995,37325929296.0,2018741149.74764,4361931360.0,-0.170086728802064,-0.160783849263953,-0.291672020069611,0.0344478548401226
177,104,2008-09,2139223403.23198,2107003872.0,Age 65 and older,4671240341.35695,4733901456.0,6816897256.17033,5798905560.0,105367981.579901,212444328.0,-0.10549760079359301,-0.0630353845913192,-0.28750963481063596,0.131779398420468
178,104,2008-09,4624989217.32249,4668829776.0,Younger than 30,3001352271.01385,3180700512.0,13817179209.2783,14344401240.0,6793330348.19178,15238117544.0,-0.287603431759862,-0.291753366800031,-0.10840763718643799,0.23730547762017604
179,104,2008-09,9967745498.343441,9436131840.0,Age 30-44,8810918876.64246,9033501168.0,44509276244.0144,41844157188.0,3281794634.5399,5349283800.0,-0.243663741575935,-0.22151254970142997,-0.228606249746746,0.0651186062948388
180,105,2008-10,2006271551.60626,1854305832.0,Age 65 and older,4414686228.31706,4760073720.0,6334958519.11777,6096865512.0,113588629.91096699,117853104.0,-0.31835336429283695,-0.200300040896157,-0.337910463496911,0.026454497795563
181,105,2008-10,4321117079.56149,4182479040.0,Younger than 30,2671193043.5277,2855534496.0,12955994137.9885,14080378848.0,7536701301.89435,8658959496.0,-0.37612791343221,-0.3831981488490421,-0.178610128294015,0.4978923637294221
182,105,2008-10,8346262212.4993,7738066080.0,Age 30-44,7828895791.16712,8315317632.0,43746598695.4077,46852192512.0,3469720525.8221602,4127115600.0,-0.41568497960209205,-0.335814773218022,-0.22237792374495202,0.516814849482964
183,105,2008-10,9910929110.27775,8858252352.0,Age 45-64,12209033144.1946,12901914552.0,37755318281.1638,41927213376.0,2240335951.23007,2555002488.0,-0.317410001995393,-0.279891077230492,-0.337591638076801,0.20328750069866003
184,106,2008-11,2094944653.3627698,1605946716.0,Age 65 and older,4094685375.3616204,4112531832.0,5512697755.45042,4131547656.0,94667228.5160486,59887248.0,-0.233657995208682,-0.219585479320972,-0.49486977937378296,-0.0989441770492205
185,106,2008-11,4051255568.7977,3448306704.0,Younger than 30,2410331882.8576603,2482572624.0,9837268539.685421,9506089392.0,6739914836.62817,4442743728.0,-0.423115734061881,-0.44743576777950206,-0.407093267952929,0.040383149706987996
186,106,2008-11,8485913606.433721,7132632216.0,Age 30-44,7045422930.489221,7403999304.0,32198649291.3803,30961986408.0,3311954343.9790397,2457705696.0,-0.388476206244963,-0.39794375035744006,-0.455716328758104,0.131134304724572
187,106,2008-11,9672639800.90707,7953024216.0,Age 45-64,11457458112.2741,12024292296.0,34469790955.1816,28212150528.0,2106403666.16316,1299141336.0,-0.335212510402426,-0.30737342450059896,-0.474717512701643,-0.0078699383388372
188,107,2008-12,1949762407.7625,1744908960.0,Age 65 and older,3670398384.18635,3521883624.0,5450469279.95169,5604769536.0,105557986.498852,72557232.0,-0.201592366865055,-0.308190312531193,-0.298508875787848,-0.140482949497419
189,107,2008-12,4085642119.9233103,3689086392.0,Younger than 30,2075903177.66141,2115900072.0,12200042655.7146,13934677440.0,7409558168.99978,4202579880.0,-0.35871338286844107,-0.49320740730385104,-0.102646626012927,0.436802588254201
190,107,2008-12,8259803435.9213705,7744842240.0,Age 30-44,5921597994.58358,6097457712.0,42453840208.0125,46981966056.0,3593537571.9974203,2407704240.0,-0.35364354245479906,-0.48877227263239503,-0.23349381702272798,0.435829035359596
191,107,2008-12,9333439093.49974,8852699448.0,Age 45-64,10093487690.0314,10376039568.0,35043271085.8005,39971054160.0,2245904606.95046,1198607124.0,-0.30228649975491806,-0.37774245172298,-0.285877288225782,0.289523536687813
192,108,2009-01,2165686361.49901,1987085656.0,Age 65 and older,3349250092.5431104,3001632480.0,10003832594.4185,10044980232.0,79959124.7015914,65405568.0,-0.13531940103734802,-0.3690285842244871,0.141572941150386,-0.36518963723618003
193,108,2009-01,4025644308.94233,3248820192.0,Younger than 30,1989449997.2810001,1742838720.0,16543592869.601002,11534230800.0,7669457515.192571,6027706752.0,-0.38925702505071796,-0.538339507484064,-0.00324137758633491,0.36476840407184297
194,108,2009-01,8439853250.344841,7152929328.0,Age 30-44,5535559944.02277,4972718568.0,78183995644.9019,66990606408.0,3940938349.8570704,3771095472.0,-0.347267391679825,-0.5323272566345689,0.274548004779861,0.437461785868653
195,108,2009-01,9833674910.20913,8443594740.0,Age 45-64,9573870499.129791,8558458944.0,68349519781.2816,62454903384.0,2233771117.07759,1856327928.0,-0.252898720439701,-0.418036670471026,0.190342256073707,0.153684445880329
196,109,2009-02,2290032743.8433,2090941920.0,Age 65 and older,3355477163.2046,3046504288.0,12328549619.3922,12241995168.0,85859027.949369,58766040.0,-0.0809146986767536,-0.342564373433607,0.0331374869812473,-0.318336894413396
197,109,2009-02,3793142372.04607,3300892464.0,Younger than 30,1854799148.1333802,1484532024.0,17155492420.5428,12631302312.0,7556966293.115109,4142978064.0,-0.447255735864387,-0.5560873987255209,-0.19778408541627102,0.286257861936549
198,109,2009-02,8114084229.0969,7132460448.0,Age 30-44,5333553312.27515,4507300968.0,91542333088.4807,74663969664.0,3847808086.42875,2913754080.0,-0.40278852017796896,-0.533452322684025,-0.0425184681619708,0.38909907340778405
199,109,2009-02,9611030767.150091,8347381896.0,Age 45-64,9074820324.28496,7859772720.0,82158209053.994,75091347540.0,2196812159.3969,1343013984.0,-0.312443020797169,-0.44597331471831003,-0.00975966649897808,-0.0181911853897281
200,110,2009-03,1981696135.69496,2349221904.0,Age 65 and older,3273116515.94772,3403643856.0,12867143332.0688,14536110888.0,74139883.8175297,49923120.0,-0.141375519732336,-0.35240057022781,0.177554485036864,-0.181530662352134
201,110,2009-03,3334535598.20144,3714221928.0,Younger than 30,1776156383.2531602,1647352224.0,15872952560.5159,15144898272.0,7422426586.46762,3291003840.0,-0.41329324818254604,-0.544814862750854,-0.17695747950464602,0.43192073556019395
202,110,2009-03,7261802343.66268,8472556440.0,Age 30-44,5159223061.36647,5090465784.0,77696599729.2627,77382324144.0,3745123880.4491205,2789300112.0,-0.364824900041251,-0.517670129964139,0.10266147324801199,0.572406667270081
203,110,2009-03,8912751427.46895,10100756508.0,Age 45-64,8629354861.81382,8793350256.0,77727253854.8352,82873552920.0,2154181212.05777,1357533312.0,-0.28509899035300607,-0.44027499496111,0.149125618697249,0.24628430210772198
204,111,2009-04,2075075532.4292397,2253661308.0,Age 65 and older,3244690267.20396,3322240080.0,13231177544.0212,14081023104.0,75123003.2851298,45778896.0,-0.152542806456936,-0.378767552073225,0.210241019774883,-0.285448151878989
205,111,2009-04,3486960395.61799,3574610472.0,Younger than 30,1721442486.89486,1672515264.0,15873740980.4046,16436532144.0,7289864592.987129,3139486608.0,-0.40887833159419795,-0.534512272706129,-0.023211317654603998,0.40546039850447707
206,111,2009-04,7393261468.83696,7800762528.0,Age 30-44,4983341144.610539,5065848768.0,81301597840.0911,83395542504.0,3694682561.23128,2680571880.0,-0.36425465978544896,-0.514031844024591,0.251420782801094,0.534440156789991
207,111,2009-04,9000072234.62994,9381905544.0,Age 45-64,8365206499.164829,8444032164.0,82505603798.1354,85915383144.0,2187700496.14994,1376755992.0,-0.30301276640047403,-0.45738575575638396,0.25148186771787806,0.39089861574331103
208,112,2009-05,2148398980.89751,2279375556.0,Age 65 and older,3192776685.42417,3216596904.0,16056838119.4939,16187568720.0,77580439.8399158,55367088.0,-0.125178079637383,-0.378107229144661,0.7794541864161441,-0.197508373774545
209,112,2009-05,3578100924.05148,3922306368.0,Younger than 30,1661687863.2374198,1647151800.0,16907662034.1302,17817056112.0,7576837431.192809,4234508496.0,-0.37035432384674793,-0.544420962887767,0.0466758594419281,0.42994091339988894
210,112,2009-05,7534289249.577121,8412472920.0,Age 30-44,4800071104.51366,4704533256.0,84420718470.4165,85025320056.0,3800449315.1200204,2954834112.0,-0.331753788502567,-0.537836039432386,0.311167502947849,0.569820582353063
211,112,2009-05,9255867673.018179,10181623164.0,Age 45-64,8143215761.84049,8076564744.0,94109466631.351,91867962984.0,2174480990.24028,1283266416.0,-0.264243800768786,-0.483600422836157,0.5408145460160779,0.417801560727812
212,113,2009-06,2310906341.45656,2493399912.0,Age 65 and older,3050760941.2874103,3131205960.0,14914574211.6901,15586962312.0,64885044.0844396,43616280.0,0.0274098452155549,-0.425465371062719,0.9842154061978281,-0.24357850555824698
213,113,2009-06,3612658905.77817,3885816888.0,Younger than 30,1591410660.22348,1626048552.0,16455281487.5993,18705604512.0,5954904982.82192,3989824404.0,-0.316186409529716,-0.56501916683402,0.110489240136237,0.351612959876061
214,113,2009-06,7880366958.02495,8456143212.0,Age 30-44,4479652959.03268,4481721888.0,72872954438.4612,81764818368.0,2714485809.5829,2525529672.0,-0.27204812983361604,-0.580224390337,0.4449330148963279,0.510457491750756
215,113,2009-06,9537575124.155209,10352811396.0,Age 45-64,8038467303.21977,8145901392.0,84869294106.2504,89133467496.0,1611141380.4402099,1085395632.0,-0.192741353765776,-0.5008108670035829,0.7095761618131659,0.23726641184758
216,114,2009-07,10274850279.7876,11493160452.0,Age 45-64,7522897714.2113,7776314616.0,74863846439.1055,74290098504.0,2001140413.93902,1655710848.0,-0.0881503922995014,-0.628316004914409,0.675551277692894,0.164585672547681
217,114,2009-07,2434838190.89157,2662348176.0,Age 65 and older,2894742707.74335,2953105512.0,12931258002.2286,12477150576.0,100140782.358707,106640136.0,0.0809895542413828,-0.6596369983947571,0.835532023776641,0.0914444212727732
218,114,2009-07,3492192158.5996103,3930940704.0,Younger than 30,1492921373.60982,1639406292.0,16449357243.3267,17937102192.0,6842273691.77568,5420011104.0,-0.27611263567662203,-0.572253549889493,0.20355504793345802,0.0863233182978638
219,114,2009-07,7730214159.69605,8843369640.0,Age 30-44,4268182937.49911,4477889808.0,65999882900.5661,67990924032.0,3623755672.1703897,3471501216.0,-0.24816143647321,-0.610295150841336,0.390493713035713,0.27861494154769
220,115,2009-08,12600285726.4946,13951610808.0,Age 45-64,7405240181.874909,7616427576.0,56881162166.2515,53662817856.0,2154719886.3115,5736632712.0,0.114280471946392,-0.494005125656105,0.38505174222846905,0.109281280928392
221,115,2009-08,2969974314.9686604,3130837056.0,Age 65 and older,2869555878.75986,2933781228.0,10688598348.5302,9467645496.0,91007090.904777,218018808.0,0.301972011635829,-0.44386795979532895,0.661687710044191,0.0135986047242862
222,115,2009-08,3629204922.6909103,4281866664.0,Younger than 30,1489301685.0982802,1676342520.0,14549079117.1667,15056402784.0,7009655213.46635,22038570264.0,-0.20748951900199397,-0.5180824327530661,0.0350462674670295,0.0879913934969088
223,115,2009-08,9085774531.78735,9823118832.0,Age 30-44,4208564400.9992204,4424510184.0,50487236228.6726,52356937320.0,3545063665.11695,6740466816.0,-0.108552809078615,-0.5431086569330771,0.134636310637955,0.14623349305960098
224,116,2009-09,1975610352.63422,1941877632.0,Age 65 and older,2765648956.98914,2742857160.0,9691173091.753609,8906274168.0,98652639.3638549,204094440.0,-0.0783701644759008,-0.420592679105401,0.535854322138676,-0.0393038876519217
225,116,2009-09,3471449970.55773,3473374488.0,Younger than 30,1407115040.55071,1482437352.0,14586058410.4996,15411580200.0,6915362383.10045,15545696932.0,-0.25605030497046805,-0.533927401713199,0.0743968982841978,0.020184867790386002
226,116,2009-09,8148031132.96572,7532622980.0,Age 30-44,3970037030.30785,4005136584.0,51067855341.8437,49280762808.0,3565793647.90753,5940810924.0,-0.201725547319186,-0.556635183909903,0.17772148179704897,0.11058062090480199
227,116,2009-09,9212551913.12998,8750524896.0,Age 45-64,6943789583.1582,6846686256.0,48784220637.3931,48706319856.0,2144377302.24393,4807950256.0,-0.17690191551367998,-0.49098478182950295,0.304892356992692,0.102252616831641
228,117,2009-10,2249756937.81751,2042169408.0,Age 65 and older,2835218209.7059197,2978914608.0,9520634290.06983,9329389080.0,89040636.85514,91368528.0,0.10131207741356,-0.374187295569868,0.530194337014269,-0.22472531567772697
229,117,2009-10,3687433617.02629,3671235636.0,Younger than 30,1420940173.18985,1503648576.0,16484500318.7997,17760466032.0,7539836047.903759,8330440108.0,-0.12223454059437401,-0.473426576318271,0.26136279596786,-0.0379398226948352
230,117,2009-10,8234397832.341809,7814773260.0,Age 30-44,4236524839.6235104,4439394528.0,53375859027.9028,56800527888.0,4168108676.6455297,4726231968.0,0.009912965230196141,-0.46611846660964706,0.21233446809243803,0.145165880015573
231,117,2009-10,9853179334.64223,9089490144.0,Age 45-64,7246677304.784471,7549262796.0,53433254563.6243,56511430872.0,2297234434.80483,2548139812.0,0.0261042226853914,-0.41487267137188205,0.34784609616694206,-0.00268597624942901
232,118,2009-11,10415283789.4359,8819322744.0,Age 45-64,7425964005.8570795,7955791920.0,56440203036.6356,55334861352.0,2387620774.40115,1550035080.0,0.108926932003699,-0.338356742820817,0.96138402483998,0.193122747346714
233,118,2009-11,2355004292.8386803,1928706192.0,Age 65 and older,2769820515.0907803,2841251064.0,9820308444.568691,9130689216.0,85488810.5043798,55066296.0,0.200977699187873,-0.30912362990312797,1.20999247164438,-0.0805004764954302
234,118,2009-11,3875798862.55167,3282060456.0,Younger than 30,1544917250.17824,1632773328.0,17531806072.6746,17802710688.0,7658561948.915991,4937018976.0,-0.0482109807132748,-0.34230591596179605,0.87276912238824,0.11125450358184598
235,118,2009-11,8729604215.06592,7507593192.0,Age 30-44,4344639908.41392,4681577424.0,55147472483.2828,56182545816.0,4240734327.26958,3168140472.0,0.0525697897557207,-0.367696128567869,0.814565289050172,0.289064218370921
236,119,2009-12,10367843365.3779,10030115472.0,Age 45-64,7325830201.97316,7606506648.0,54723157759.8303,61377188136.0,2442589309.32957,1270537104.0,0.133000790427376,-0.26691618722632104,0.5355408914239149,0.0600113069242862
237,119,2009-12,2481364864.8712697,2273345016.0,Age 65 and older,2770280716.66443,2679008160.0,9099024186.034191,9575062728.0,80127733.8705619,52432344.0,0.302844485365013,-0.23932518901425198,0.708377599917072,-0.27736570766646695
238,119,2009-12,3964048076.2611203,3647199720.0,Younger than 30,1462145640.09729,1497829416.0,11974862216.1719,13782622584.0,7312766578.284109,4014312048.0,-0.0113542128183373,-0.292107677569,-0.0109119752972193,-0.0447981566979757
239,119,2009-12,8649448501.04183,8174192436.0,Age 30-44,4155502239.66874,4281896448.0,50690261598.9196,56426581968.0,4119058561.3119297,2699626032.0,0.0554369195259425,-0.297757089881397,0.201026408744635,0.121244871836916
240,120,2010-01,10332497927.8019,8600719224.0,Age 45-64,7931212413.472759,7051366920.0,55802588877.5505,48720279936.0,2424336587.40018,1914722592.0,0.0186087192526723,-0.17609385449661602,-0.219912652230899,0.0314570842356039
241,120,2010-01,2398715745.44829,2146175088.0,Age 65 and older,3001145834.77085,2686238952.0,8679430947.463041,8558616984.0,84828825.103874,68153172.0,0.0800616880906115,-0.10507399893274101,-0.14797074893835402,0.0420087170560157
242,120,2010-01,4026327344.49516,3038412096.0,Younger than 30,1529926912.93224,1318690296.0,10284472049.4691,6957967464.0,7320407215.44045,5568941064.0,-0.0647644632713487,-0.243366422338838,-0.396754964882444,-0.0761094902050072
243,120,2010-01,8856131574.32676,7302078792.0,Age 30-44,4376732595.81706,3900989496.0,49409606971.2741,41099143896.0,4213198623.60757,3894169824.0,0.0208515221052383,-0.21552176286361702,-0.38649392654114,0.0326362334005634
244,121,2010-02,10262591959.2419,8919315876.0,Age 45-64,7308431053.251709,6382131960.0,50081068939.738,42657494280.0,2395649308.37037,1438879752.0,0.0685165704799089,-0.18800044386016299,-0.43192530594451,0.0713810646367774
245,121,2010-02,2211675908.3444,2002576488.0,Age 65 and older,2861470280.58898,2621799720.0,7480346121.60878,7243437648.0,90740152.34480941,59493888.0,-0.0422610648123598,-0.139407178802566,-0.408312325842604,0.0123855206170094
246,121,2010-02,3939876526.37185,3468600216.0,Younger than 30,1409376659.3478699,1123571568.0,11497130962.8887,8330930160.0,7531017501.65122,4087215816.0,0.0508067905359064,-0.24314763855845298,-0.340453584735642,-0.013459460112652002
247,121,2010-02,8856127515.23633,7888495536.0,Age 30-44,4278913905.36726,3619067532.0,44382485563.4688,35292409680.0,4117489693.09785,3171029136.0,0.10599919810449099,-0.19706548160553197,-0.527316725338586,0.0882967638778904
248,122,2010-03,11341063686.0284,12642338388.0,Age 45-64,7555181988.62182,7850387424.0,46632128966.192,51816553752.0,2273679459.58593,1395153840.0,0.251622923291638,-0.10723590037330599,-0.374751631536543,0.0277124160913409
249,122,2010-03,2594931520.05532,3030304344.0,Age 65 and older,2888566178.33975,3087635880.0,7420809709.99425,9080914128.0,105070267.79894699,72307128.0,0.28991830820252695,-0.0928440193420754,-0.37528585204337106,0.44836957305553005
250,122,2010-03,4055941766.4509,4519790496.0,Younger than 30,1452549050.40815,1365690960.0,12256398212.9415,11867493168.0,7811321149.77563,3540380280.0,0.216887569891058,-0.170978167204635,-0.216403243200338,0.0757751896150933
251,122,2010-03,9440957142.55684,10833472152.0,Age 30-44,4164713158.7322702,4180738296.0,47243181190.1814,47274207168.0,4195208250.4961295,3251509224.0,0.278654468544325,-0.178712032769063,-0.389082614266949,0.165707917198119
252,123,2010-04,11215595113.5199,11782803132.0,Age 45-64,7622704720.68446,7681853544.0,49061874985.0903,50175779352.0,2213909113.38615,1350383112.0,0.255907243655362,-0.0902624013264003,-0.4159860840298879,-0.0191558127607554
253,123,2010-04,2735356943.386,2917242360.0,Age 65 and older,2862722975.62245,2919531816.0,7985261938.16333,8372670792.0,82638787.0613253,47147400.0,0.294445775700383,-0.121215882748606,-0.40539329208105795,0.0298937746336216
254,123,2010-04,4144104459.0538,4277074584.0,Younger than 30,1554471404.29351,1506334296.0,13042836682.2697,13248540912.0,7339423435.07508,3178617408.0,0.19651486994245002,-0.0993599111332236,-0.19395765506191298,0.012464076100941999
255,123,2010-04,9405933696.48514,9916801692.0,Age 30-44,4441921152.0003,4548817224.0,47132937399.266,46771204968.0,4010723420.7490396,2910880032.0,0.271260553875945,-0.102062175102026,-0.43916420993656,0.0859175438339672
256,124,2010-05,11209714240.209,12136389672.0,Age 45-64,7815755053.2745,7761144408.0,48287541936.5294,43733344200.0,2127123926.68931,1305047040.0,0.191989673602499,-0.0390537742218092,-0.5239543494872451,0.0169727998242883
257,124,2010-05,2648387017.1919103,2801242488.0,Age 65 and older,3104443302.10237,3161797656.0,8204368678.360041,7962065400.0,84539399.322364,61372992.0,0.228951710316578,-0.0170364051311044,-0.5081370440662439,0.10847426182139099
